Date and Time:                Wed Oct 26 14:51:00.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	520
192.05646	505
192.078	495
192.09956	491
192.12112	500
192.14268	490
192.16425	478
192.18581	461
192.20735	449
192.22891	458
192.25047	454
192.27203	470
192.29358	458
192.31514	471
192.3367	466
192.35826	456
192.37981	473
192.40137	473
192.42293	492
192.44449	462
192.46603	464
192.48759	477
192.50916	492
192.5307	485
192.55226	471
192.57381	472
192.59537	469
192.61693	470
192.63847	482
192.66003	477
192.68159	465
192.70314	456
192.7247	456
192.74625	486
192.76781	494
192.78935	506
192.81091	502
192.83246	488
192.85402	480
192.87556	488
192.89713	482
192.91867	499
192.94023	491
192.96178	503
192.98334	510
193.00488	504
193.02643	488
193.04799	461
193.06953	488
193.09109	490
193.11264	501
193.13419	498
193.15575	502
193.17729	512
193.19884	512
193.2204	496
193.24194	490
193.26349	518
193.28505	490
193.30659	505
193.32814	515
193.34969	508
193.37125	542
193.39279	501
193.41434	500
193.43588	495
193.45744	500
193.47899	494
193.50053	512
193.52208	502
193.54362	496
193.56517	507
193.58673	533
193.60828	501
193.62982	510
193.65137	534
193.67291	513
193.69446	495
193.716	501
193.73755	509
193.75909	499
193.78064	513
193.80219	502
193.82375	502
193.84529	496
193.86684	511
193.88838	509
193.90993	507
193.93147	510
193.953	514
193.97455	510
193.99609	501
194.01764	514
194.03918	515
194.06073	519
194.08228	502
194.10382	528
194.12537	504
194.14691	514
194.16846	512
194.18999	511
194.21153	515
194.23308	509
194.25462	507
194.27617	510
194.29771	513
194.31924	516
194.34079	520
194.36234	542
194.38388	538
194.40541	500
194.42696	512
194.4485	520
194.47005	514
194.49158	510
194.51312	487
194.53467	479
194.5562	492
194.57774	497
194.59929	488
194.62082	480
194.64236	495
194.66391	489
194.68544	478
194.70699	492
194.72852	528
194.75006	503
194.77161	484
194.79314	494
194.81468	520
194.83621	521
194.85776	502
194.87929	478
194.90083	484
