Date and Time:                Wed Oct 26 15:19:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	514
192.05646	491
192.078	478
192.09956	470
192.12112	479
192.14268	476
192.16425	456
192.18581	454
192.20735	442
192.22891	447
192.25047	445
192.27203	462
192.29358	455
192.31514	461
192.3367	454
192.35826	449
192.37981	459
192.40137	463
192.42293	476
192.44449	445
192.46603	455
192.48759	465
192.50916	481
192.5307	472
192.55226	452
192.57381	449
192.59537	459
192.61693	466
192.63847	464
192.66003	464
192.68159	458
192.70314	453
192.7247	451
192.74625	482
192.76781	484
192.78935	490
192.81091	489
192.83246	482
192.85402	469
192.87556	472
192.89713	466
192.91867	489
192.94023	484
192.96178	486
192.98334	500
193.00488	487
193.02643	470
193.04799	447
193.06953	482
193.09109	477
193.11264	487
193.13419	491
193.15575	494
193.17729	496
193.19884	492
193.2204	490
193.24194	474
193.26349	504
193.28505	489
193.30659	483
193.32814	500
193.34969	495
193.37125	514
193.39279	503
193.41434	492
193.43588	488
193.45744	489
193.47899	481
193.50053	503
193.52208	493
193.54362	496
193.56517	495
193.58673	516
193.60828	500
193.62982	511
193.65137	505
193.67291	496
193.69446	475
193.716	484
193.73755	492
193.75909	483
193.78064	508
193.80219	491
193.82375	502
193.84529	486
193.86684	495
193.88838	488
193.90993	500
193.93147	500
193.953	499
193.97455	491
193.99609	490
194.01764	507
194.03918	505
194.06073	492
194.08228	495
194.10382	507
194.12537	510
194.14691	512
194.16846	501
194.18999	510
194.21153	500
194.23308	500
194.25462	508
194.27617	484
194.29771	505
194.31924	501
194.34079	507
194.36234	521
194.38388	529
194.40541	491
194.42696	503
194.4485	510
194.47005	492
194.49158	500
194.51312	479
194.53467	471
194.5562	485
194.57774	482
194.59929	472
194.62082	478
194.64236	493
194.66391	477
194.68544	475
194.70699	494
194.72852	519
194.75006	490
194.77161	470
194.79314	474
194.81468	512
194.83621	506
194.85776	509
194.87929	472
194.90083	486
