Date and Time:                Wed Oct 26 14:25:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	529
192.05646	510
192.078	495
192.09956	489
192.12112	506
192.14268	502
192.16425	479
192.18581	472
192.20735	452
192.22891	466
192.25047	462
192.27203	480
192.29358	467
192.31514	482
192.3367	474
192.35826	471
192.37981	472
192.40137	482
192.42293	501
192.44449	463
192.46603	465
192.48759	487
192.50916	499
192.5307	501
192.55226	480
192.57381	473
192.59537	470
192.61693	482
192.63847	488
192.66003	480
192.68159	470
192.70314	472
192.7247	465
192.74625	492
192.76781	500
192.78935	519
192.81091	507
192.83246	509
192.85402	494
192.87556	496
192.89713	487
192.91867	509
192.94023	495
192.96178	503
192.98334	521
193.00488	504
193.02643	499
193.04799	475
193.06953	496
193.09109	500
193.11264	509
193.13419	514
193.15575	515
193.17729	514
193.19884	514
193.2204	508
193.24194	499
193.26349	528
193.28505	514
193.30659	506
193.32814	513
193.34969	506
193.37125	549
193.39279	506
193.41434	510
193.43588	506
193.45744	507
193.47899	509
193.50053	531
193.52208	518
193.54362	512
193.56517	521
193.58673	536
193.60828	511
193.62982	525
193.65137	532
193.67291	517
193.69446	498
193.716	508
193.73755	507
193.75909	501
193.78064	517
193.80219	510
193.82375	514
193.84529	515
193.86684	515
193.88838	511
193.90993	527
193.93147	514
193.953	513
193.97455	512
193.99609	499
194.01764	517
194.03918	526
194.06073	512
194.08228	503
194.10382	536
194.12537	520
194.14691	513
194.16846	520
194.18999	509
194.21153	512
194.23308	556
194.25462	551
194.27617	509
194.29771	521
194.31924	516
194.34079	528
194.36234	548
194.38388	553
194.40541	507
194.42696	528
194.4485	524
194.47005	524
194.49158	519
194.51312	491
194.53467	488
194.5562	499
194.57774	506
194.59929	506
194.62082	491
194.64236	504
194.66391	494
194.68544	481
194.70699	506
194.72852	540
194.75006	521
194.77161	494
194.79314	503
194.81468	519
194.83621	526
194.85776	515
194.87929	497
194.90083	489
