Date and Time:                Wed Oct 26 12:53:54.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	528
192.05646	513
192.078	501
192.09956	501
192.12112	503
192.14268	504
192.16425	487
192.18581	472
192.20735	459
192.22891	452
192.25047	469
192.27203	484
192.29358	474
192.31514	475
192.3367	482
192.35826	467
192.37981	477
192.40137	474
192.42293	500
192.44449	474
192.46603	458
192.48759	487
192.50916	492
192.5307	487
192.55226	479
192.57381	481
192.59537	476
192.61693	491
192.63847	485
192.66003	494
192.68159	481
192.70314	470
192.7247	467
192.74625	496
192.76781	510
192.78935	515
192.81091	509
192.83246	502
192.85402	489
192.87556	488
192.89713	481
192.91867	511
192.94023	495
192.96178	504
192.98334	518
193.00488	510
193.02643	504
193.04799	479
193.06953	494
193.09109	494
193.11264	504
193.13419	518
193.15575	520
193.17729	523
193.19884	516
193.2204	519
193.24194	497
193.26349	533
193.28505	513
193.30659	515
193.32814	527
193.34969	507
193.37125	533
193.39279	512
193.41434	516
193.43588	505
193.45744	520
193.47899	509
193.50053	525
193.52208	520
193.54362	518
193.56517	524
193.58673	539
193.60828	521
193.62982	535
193.65137	524
193.67291	517
193.69446	507
193.716	515
193.73755	513
193.75909	506
193.78064	520
193.80219	513
193.82375	523
193.84529	518
193.86684	526
193.88838	517
193.90993	520
193.93147	523
193.953	527
193.97455	514
193.99609	511
194.01764	523
194.03918	520
194.06073	513
194.08228	517
194.10382	530
194.12537	526
194.14691	521
194.16846	536
194.18999	523
194.21153	530
194.23308	521
194.25462	523
194.27617	517
194.29771	523
194.31924	524
194.34079	521
194.36234	540
194.38388	552
194.40541	523
194.42696	526
194.4485	526
194.47005	523
194.49158	514
194.51312	491
194.53467	490
194.5562	506
194.57774	499
194.59929	502
194.62082	486
194.64236	507
194.66391	495
194.68544	493
194.70699	510
194.72852	547
194.75006	515
194.77161	491
194.79314	497
194.81468	531
194.83621	521
194.85776	519
194.87929	504
194.90083	506
