Date and Time:                Wed Oct 26 12:32:43.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	552
192.05646	532
192.078	516
192.09956	515
192.12112	522
192.14268	511
192.16425	498
192.18581	495
192.20735	471
192.22891	483
192.25047	480
192.27203	504
192.29358	493
192.31514	497
192.3367	489
192.35826	484
192.37981	495
192.40137	493
192.42293	505
192.44449	491
192.46603	478
192.48759	498
192.50916	522
192.5307	501
192.55226	493
192.57381	492
192.59537	492
192.61693	519
192.63847	513
192.66003	520
192.68159	495
192.70314	489
192.7247	486
192.74625	508
192.76781	523
192.78935	526
192.81091	516
192.83246	521
192.85402	506
192.87556	513
192.89713	512
192.91867	518
192.94023	525
192.96178	530
192.98334	535
193.00488	525
193.02643	511
193.04799	484
193.06953	520
193.09109	522
193.11264	523
193.13419	534
193.15575	527
193.17729	530
193.19884	535
193.2204	534
193.24194	511
193.26349	551
193.28505	522
193.30659	528
193.32814	530
193.34969	525
193.37125	563
193.39279	537
193.41434	529
193.43588	525
193.45744	518
193.47899	521
193.50053	556
193.52208	538
193.54362	536
193.56517	527
193.58673	566
193.60828	538
193.62982	545
193.65137	541
193.67291	538
193.69446	523
193.716	524
193.73755	529
193.75909	527
193.78064	533
193.80219	522
193.82375	538
193.84529	535
193.86684	529
193.88838	529
193.90993	538
193.93147	550
193.953	535
193.97455	533
193.99609	531
194.01764	539
194.03918	548
194.06073	528
194.08228	542
194.10382	542
194.12537	547
194.14691	536
194.16846	545
194.18999	547
194.21153	534
194.23308	545
194.25462	540
194.27617	533
194.29771	540
194.31924	537
194.34079	555
194.36234	539
194.38388	567
194.40541	528
194.42696	542
194.4485	539
194.47005	533
194.49158	527
194.51312	507
194.53467	502
194.5562	515
194.57774	526
194.59929	519
194.62082	508
194.64236	528
194.66391	514
194.68544	503
194.70699	533
194.72852	552
194.75006	531
194.77161	509
194.79314	516
194.81468	537
194.83621	540
194.85776	544
194.87929	514
194.90083	520
