Date and Time:                Wed Oct 26 14:15:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	524
192.05646	514
192.078	499
192.09956	505
192.12112	501
192.14268	504
192.16425	477
192.18581	472
192.20735	458
192.22891	463
192.25047	469
192.27203	479
192.29358	463
192.31514	479
192.3367	473
192.35826	463
192.37981	474
192.40137	467
192.42293	498
192.44449	466
192.46603	471
192.48759	481
192.50916	498
192.5307	503
192.55226	480
192.57381	472
192.59537	471
192.61693	496
192.63847	487
192.66003	490
192.68159	481
192.70314	465
192.7247	467
192.74625	482
192.76781	500
192.78935	517
192.81091	498
192.83246	502
192.85402	503
192.87556	493
192.89713	485
192.91867	510
192.94023	501
192.96178	505
192.98334	518
193.00488	508
193.02643	493
193.04799	461
193.06953	501
193.09109	503
193.11264	504
193.13419	519
193.15575	507
193.17729	525
193.19884	521
193.2204	506
193.24194	492
193.26349	524
193.28505	514
193.30659	511
193.32814	520
193.34969	506
193.37125	537
193.39279	509
193.41434	512
193.43588	501
193.45744	512
193.47899	494
193.50053	525
193.52208	513
193.54362	518
193.56517	526
193.58673	538
193.60828	511
193.62982	525
193.65137	540
193.67291	518
193.69446	502
193.716	499
193.73755	498
193.75909	502
193.78064	512
193.80219	508
193.82375	527
193.84529	515
193.86684	520
193.88838	511
193.90993	523
193.93147	517
193.953	525
193.97455	508
193.99609	513
194.01764	527
194.03918	518
194.06073	514
194.08228	516
194.10382	532
194.12537	523
194.14691	529
194.16846	515
194.18999	521
194.21153	519
194.23308	522
194.25462	518
194.27617	515
194.29771	511
194.31924	521
194.34079	534
194.36234	545
194.38388	546
194.40541	515
194.42696	522
194.4485	524
194.47005	519
194.49158	510
194.51312	496
194.53467	487
194.5562	508
194.57774	499
194.59929	493
194.62082	486
194.64236	512
194.66391	496
194.68544	490
194.70699	511
194.72852	546
194.75006	514
194.77161	496
194.79314	498
194.81468	530
194.83621	531
194.85776	528
194.87929	494
194.90083	501
