Date and Time:                Wed Oct 26 12:41:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	541
192.05646	531
192.078	506
192.09956	502
192.12112	512
192.14268	510
192.16425	497
192.18581	480
192.20735	461
192.22891	465
192.25047	482
192.27203	491
192.29358	473
192.31514	483
192.3367	484
192.35826	478
192.37981	496
192.40137	484
192.42293	509
192.44449	475
192.46603	468
192.48759	492
192.50916	517
192.5307	509
192.55226	491
192.57381	477
192.59537	481
192.61693	490
192.63847	491
192.66003	503
192.68159	490
192.70314	487
192.7247	474
192.74625	508
192.76781	510
192.78935	524
192.81091	514
192.83246	515
192.85402	498
192.87556	505
192.89713	494
192.91867	512
192.94023	524
192.96178	519
192.98334	528
193.00488	520
193.02643	507
193.04799	490
193.06953	512
193.09109	512
193.11264	508
193.13419	529
193.15575	519
193.17729	528
193.19884	529
193.2204	519
193.24194	506
193.26349	542
193.28505	516
193.30659	518
193.32814	543
193.34969	524
193.37125	552
193.39279	529
193.41434	522
193.43588	501
193.45744	525
193.47899	523
193.50053	541
193.52208	524
193.54362	526
193.56517	530
193.58673	548
193.60828	523
193.62982	531
193.65137	544
193.67291	531
193.69446	512
193.716	511
193.73755	513
193.75909	528
193.78064	528
193.80219	520
193.82375	531
193.84529	513
193.86684	526
193.88838	521
193.90993	536
193.93147	524
193.953	536
193.97455	522
193.99609	519
194.01764	525
194.03918	533
194.06073	531
194.08228	536
194.10382	540
194.12537	531
194.14691	523
194.16846	525
194.18999	535
194.21153	525
194.23308	533
194.25462	533
194.27617	523
194.29771	539
194.31924	525
194.34079	538
194.36234	560
194.38388	567
194.40541	530
194.42696	521
194.4485	536
194.47005	528
194.49158	519
194.51312	504
194.53467	500
194.5562	504
194.57774	509
194.59929	515
194.62082	495
194.64236	519
194.66391	506
194.68544	501
194.70699	529
194.72852	546
194.75006	522
194.77161	491
194.79314	510
194.81468	536
194.83621	543
194.85776	534
194.87929	512
194.90083	506
