Date and Time:                Wed Oct 26 15:04:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	518
192.05646	506
192.078	497
192.09956	477
192.12112	490
192.14268	493
192.16425	463
192.18581	462
192.20735	444
192.22891	450
192.25047	463
192.27203	470
192.29358	468
192.31514	472
192.3367	461
192.35826	454
192.37981	467
192.40137	461
192.42293	490
192.44449	466
192.46603	454
192.48759	469
192.50916	489
192.5307	485
192.55226	461
192.57381	471
192.59537	457
192.61693	473
192.63847	473
192.66003	480
192.68159	466
192.70314	453
192.7247	452
192.74625	478
192.76781	486
192.78935	503
192.81091	499
192.83246	482
192.85402	482
192.87556	489
192.89713	467
192.91867	506
192.94023	487
192.96178	492
192.98334	512
193.00488	492
193.02643	480
193.04799	470
193.06953	489
193.09109	490
193.11264	498
193.13419	500
193.15575	504
193.17729	504
193.19884	516
193.2204	496
193.24194	492
193.26349	526
193.28505	497
193.30659	498
193.32814	500
193.34969	483
193.37125	524
193.39279	499
193.41434	500
193.43588	494
193.45744	491
193.47899	502
193.50053	507
193.52208	508
193.54362	503
193.56517	505
193.58673	530
193.60828	508
193.62982	511
193.65137	524
193.67291	507
193.69446	484
193.716	490
193.73755	496
193.75909	499
193.78064	510
193.80219	486
193.82375	510
193.84529	503
193.86684	493
193.88838	501
193.90993	508
193.93147	510
193.953	502
193.97455	493
193.99609	505
194.01764	512
194.03918	513
194.06073	501
194.08228	504
194.10382	521
194.12537	503
194.14691	508
194.16846	515
194.18999	505
194.21153	504
194.23308	505
194.25462	512
194.27617	507
194.29771	511
194.31924	506
194.34079	515
194.36234	537
194.38388	540
194.40541	496
194.42696	503
194.4485	513
194.47005	506
194.49158	504
194.51312	478
194.53467	472
194.5562	491
194.57774	478
194.59929	484
194.62082	485
194.64236	495
194.66391	487
194.68544	472
194.70699	481
194.72852	524
194.75006	505
194.77161	473
194.79314	479
194.81468	520
194.83621	521
194.85776	516
194.87929	484
194.90083	482
