Date and Time:                Wed Oct 26 16:07:09.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         85
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	519
192.05646	499
192.078	486
192.09956	487
192.12112	495
192.14268	494
192.16425	465
192.18581	453
192.20735	445
192.22891	453
192.25047	460
192.27203	470
192.29358	464
192.31514	470
192.3367	469
192.35826	443
192.37981	478
192.40137	469
192.42293	483
192.44449	458
192.46603	465
192.48759	475
192.50916	495
192.5307	482
192.55226	456
192.57381	464
192.59537	481
192.61693	484
192.63847	475
192.66003	469
192.68159	464
192.70314	457
192.7247	462
192.74625	489
192.76781	493
192.78935	500
192.81091	501
192.83246	492
192.85402	490
192.87556	496
192.89713	481
192.91867	495
192.94023	491
192.96178	496
192.98334	507
193.00488	498
193.02643	478
193.04799	462
193.06953	500
193.09109	497
193.11264	497
193.13419	509
193.15575	501
193.17729	508
193.19884	499
193.2204	504
193.24194	495
193.26349	527
193.28505	494
193.30659	507
193.32814	509
193.34969	498
193.37125	533
193.39279	504
193.41434	510
193.43588	493
193.45744	496
193.47899	499
193.50053	525
193.52208	508
193.54362	519
193.56517	517
193.58673	538
193.60828	504
193.62982	511
193.65137	522
193.67291	507
193.69446	490
193.716	489
193.73755	503
193.75909	499
193.78064	510
193.80219	494
193.82375	512
193.84529	495
193.86684	510
193.88838	507
193.90993	516
193.93147	512
193.953	508
193.97455	501
193.99609	504
194.01764	519
194.03918	518
194.06073	513
194.08228	505
194.10382	527
194.12537	519
194.14691	512
194.16846	512
194.18999	519
194.21153	510
194.23308	511
194.25462	521
194.27617	503
194.29771	505
194.31924	519
194.34079	516
194.36234	527
194.38388	546
194.40541	500
194.42696	516
194.4485	525
194.47005	509
194.49158	495
194.51312	489
194.53467	471
194.5562	502
194.57774	488
194.59929	493
194.62082	485
194.64236	494
194.66391	478
194.68544	488
194.70699	503
194.72852	537
194.75006	496
194.77161	485
194.79314	494
194.81468	530
194.83621	523
194.85776	513
194.87929	481
194.90083	496
