Date and Time:                Wed Oct 26 14:22:22.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	533
192.05646	514
192.078	499
192.09956	488
192.12112	508
192.14268	493
192.16425	482
192.18581	469
192.20735	456
192.22891	459
192.25047	463
192.27203	483
192.29358	467
192.31514	473
192.3367	469
192.35826	456
192.37981	469
192.40137	472
192.42293	500
192.44449	462
192.46603	457
192.48759	482
192.50916	496
192.5307	491
192.55226	474
192.57381	480
192.59537	464
192.61693	484
192.63847	487
192.66003	487
192.68159	479
192.70314	473
192.7247	462
192.74625	482
192.76781	502
192.78935	510
192.81091	507
192.83246	497
192.85402	485
192.87556	493
192.89713	479
192.91867	506
192.94023	492
192.96178	506
192.98334	513
193.00488	507
193.02643	489
193.04799	471
193.06953	505
193.09109	496
193.11264	504
193.13419	507
193.15575	516
193.17729	514
193.19884	520
193.2204	506
193.24194	496
193.26349	535
193.28505	497
193.30659	511
193.32814	516
193.34969	504
193.37125	538
193.39279	506
193.41434	508
193.43588	503
193.45744	506
193.47899	503
193.50053	523
193.52208	505
193.54362	505
193.56517	515
193.58673	531
193.60828	514
193.62982	527
193.65137	526
193.67291	515
193.69446	496
193.716	506
193.73755	512
193.75909	503
193.78064	521
193.80219	506
193.82375	517
193.84529	502
193.86684	516
193.88838	514
193.90993	521
193.93147	516
193.953	512
193.97455	512
193.99609	512
194.01764	518
194.03918	523
194.06073	517
194.08228	514
194.10382	526
194.12537	514
194.14691	517
194.16846	522
194.18999	519
194.21153	519
194.23308	513
194.25462	518
194.27617	515
194.29771	522
194.31924	526
194.34079	520
194.36234	534
194.38388	558
194.40541	510
194.42696	511
194.4485	513
194.47005	517
194.49158	514
194.51312	497
194.53467	483
194.5562	509
194.57774	507
194.59929	492
194.62082	492
194.64236	506
194.66391	488
194.68544	486
194.70699	500
194.72852	529
194.75006	511
194.77161	488
194.79314	492
194.81468	528
194.83621	519
194.85776	515
194.87929	492
194.90083	500
