Date and Time:                Wed Oct 26 14:57:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	514
192.05646	496
192.078	487
192.09956	493
192.12112	487
192.14268	487
192.16425	465
192.18581	466
192.20735	446
192.22891	459
192.25047	458
192.27203	466
192.29358	468
192.31514	460
192.3367	462
192.35826	455
192.37981	466
192.40137	473
192.42293	494
192.44449	463
192.46603	457
192.48759	472
192.50916	487
192.5307	478
192.55226	466
192.57381	467
192.59537	478
192.61693	475
192.63847	474
192.66003	486
192.68159	465
192.70314	461
192.7247	462
192.74625	483
192.76781	487
192.78935	503
192.81091	504
192.83246	489
192.85402	478
192.87556	478
192.89713	460
192.91867	498
192.94023	493
192.96178	502
192.98334	514
193.00488	504
193.02643	490
193.04799	457
193.06953	493
193.09109	484
193.11264	497
193.13419	505
193.15575	499
193.17729	510
193.19884	508
193.2204	502
193.24194	485
193.26349	516
193.28505	489
193.30659	503
193.32814	505
193.34969	498
193.37125	525
193.39279	504
193.41434	498
193.43588	489
193.45744	496
193.47899	487
193.50053	516
193.52208	502
193.54362	499
193.56517	512
193.58673	536
193.60828	504
193.62982	521
193.65137	516
193.67291	505
193.69446	488
193.716	496
193.73755	496
193.75909	495
193.78064	514
193.80219	495
193.82375	496
193.84529	500
193.86684	501
193.88838	503
193.90993	507
193.93147	502
193.953	510
193.97455	500
193.99609	492
194.01764	503
194.03918	499
194.06073	510
194.08228	496
194.10382	512
194.12537	508
194.14691	515
194.16846	509
194.18999	511
194.21153	502
194.23308	513
194.25462	508
194.27617	498
194.29771	511
194.31924	510
194.34079	517
194.36234	528
194.38388	537
194.40541	512
194.42696	513
194.4485	507
194.47005	508
194.49158	503
194.51312	471
194.53467	481
194.5562	490
194.57774	490
194.59929	487
194.62082	473
194.64236	495
194.66391	483
194.68544	473
194.70699	494
194.72852	525
194.75006	498
194.77161	488
194.79314	490
194.81468	513
194.83621	515
194.85776	507
194.87929	482
194.90083	485
