Date and Time:                Wed Oct 26 14:47:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	519
192.05646	510
192.078	492
192.09956	485
192.12112	498
192.14268	487
192.16425	472
192.18581	469
192.20735	450
192.22891	451
192.25047	459
192.27203	470
192.29358	464
192.31514	460
192.3367	458
192.35826	460
192.37981	468
192.40137	465
192.42293	493
192.44449	457
192.46603	451
192.48759	473
192.50916	499
192.5307	481
192.55226	467
192.57381	463
192.59537	462
192.61693	482
192.63847	476
192.66003	479
192.68159	467
192.70314	461
192.7247	459
192.74625	485
192.76781	490
192.78935	505
192.81091	494
192.83246	499
192.85402	477
192.87556	478
192.89713	476
192.91867	500
192.94023	496
192.96178	493
192.98334	580
193.00488	511
193.02643	492
193.04799	465
193.06953	490
193.09109	492
193.11264	497
193.13419	498
193.15575	504
193.17729	506
193.19884	511
193.2204	508
193.24194	485
193.26349	526
193.28505	504
193.30659	496
193.32814	512
193.34969	499
193.37125	537
193.39279	504
193.41434	497
193.43588	496
193.45744	493
193.47899	492
193.50053	519
193.52208	510
193.54362	505
193.56517	513
193.58673	527
193.60828	511
193.62982	512
193.65137	510
193.67291	520
193.69446	490
193.716	499
193.73755	504
193.75909	496
193.78064	506
193.80219	503
193.82375	510
193.84529	503
193.86684	499
193.88838	508
193.90993	508
193.93147	510
193.953	503
193.97455	500
193.99609	499
194.01764	518
194.03918	505
194.06073	501
194.08228	494
194.10382	521
194.12537	508
194.14691	513
194.16846	516
194.18999	521
194.21153	500
194.23308	507
194.25462	513
194.27617	503
194.29771	508
194.31924	515
194.34079	525
194.36234	530
194.38388	546
194.40541	512
194.42696	508
194.4485	522
194.47005	508
194.49158	516
194.51312	485
194.53467	478
194.5562	487
194.57774	488
194.59929	482
194.62082	477
194.64236	497
194.66391	486
194.68544	486
194.70699	497
194.72852	537
194.75006	495
194.77161	475
194.79314	485
194.81468	515
194.83621	519
194.85776	510
194.87929	480
194.90083	488
