Date and Time:                Wed Oct 26 14:30:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	512
192.05646	506
192.078	497
192.09956	485
192.12112	501
192.14268	493
192.16425	484
192.18581	458
192.20735	451
192.22891	453
192.25047	461
192.27203	480
192.29358	466
192.31514	470
192.3367	467
192.35826	465
192.37981	469
192.40137	467
192.42293	503
192.44449	458
192.46603	459
192.48759	473
192.50916	499
192.5307	488
192.55226	463
192.57381	473
192.59537	471
192.61693	467
192.63847	480
192.66003	480
192.68159	472
192.70314	467
192.7247	460
192.74625	485
192.76781	490
192.78935	505
192.81091	501
192.83246	513
192.85402	492
192.87556	483
192.89713	477
192.91867	495
192.94023	491
192.96178	510
192.98334	516
193.00488	509
193.02643	491
193.04799	470
193.06953	487
193.09109	504
193.11264	495
193.13419	508
193.15575	506
193.17729	506
193.19884	510
193.2204	498
193.24194	497
193.26349	514
193.28505	499
193.30659	502
193.32814	518
193.34969	510
193.37125	527
193.39279	499
193.41434	514
193.43588	504
193.45744	505
193.47899	495
193.50053	520
193.52208	512
193.54362	510
193.56517	512
193.58673	531
193.60828	512
193.62982	515
193.65137	517
193.67291	521
193.69446	494
193.716	546
193.73755	742
193.75909	517
193.78064	516
193.80219	504
193.82375	513
193.84529	508
193.86684	508
193.88838	504
193.90993	523
193.93147	504
193.953	514
193.97455	510
193.99609	494
194.01764	519
194.03918	524
194.06073	507
194.08228	509
194.10382	522
194.12537	527
194.14691	515
194.16846	511
194.18999	522
194.21153	510
194.23308	504
194.25462	518
194.27617	505
194.29771	511
194.31924	516
194.34079	526
194.36234	524
194.38388	539
194.40541	515
194.42696	517
194.4485	515
194.47005	506
194.49158	504
194.51312	499
194.53467	475
194.5562	492
194.57774	490
194.59929	487
194.62082	491
194.64236	503
194.66391	495
194.68544	485
194.70699	505
194.72852	532
194.75006	495
194.77161	480
194.79314	496
194.81468	531
194.83621	518
194.85776	518
194.87929	493
194.90083	494
