Date and Time:                Wed Oct 26 14:31:48.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	530
192.05646	513
192.078	507
192.09956	488
192.12112	498
192.14268	485
192.16425	481
192.18581	468
192.20735	447
192.22891	456
192.25047	469
192.27203	479
192.29358	468
192.31514	471
192.3367	469
192.35826	454
192.37981	473
192.40137	468
192.42293	497
192.44449	469
192.46603	464
192.48759	477
192.50916	498
192.5307	489
192.55226	477
192.57381	467
192.59537	473
192.61693	476
192.63847	485
192.66003	483
192.68159	474
192.70314	475
192.7247	455
192.74625	482
192.76781	500
192.78935	504
192.81091	505
192.83246	505
192.85402	488
192.87556	489
192.89713	478
192.91867	501
192.94023	505
192.96178	496
192.98334	519
193.00488	500
193.02643	484
193.04799	472
193.06953	499
193.09109	497
193.11264	511
193.13419	515
193.15575	504
193.17729	511
193.19884	513
193.2204	514
193.24194	488
193.26349	519
193.28505	502
193.30659	508
193.32814	517
193.34969	508
193.37125	542
193.39279	499
193.41434	507
193.43588	501
193.45744	509
193.47899	509
193.50053	528
193.52208	512
193.54362	507
193.56517	520
193.58673	537
193.60828	505
193.62982	520
193.65137	534
193.67291	521
193.69446	501
193.716	497
193.73755	510
193.75909	503
193.78064	526
193.80219	493
193.82375	511
193.84529	505
193.86684	507
193.88838	506
193.90993	521
193.93147	516
193.953	513
193.97455	504
193.99609	503
194.01764	520
194.03918	517
194.06073	518
194.08228	509
194.10382	534
194.12537	522
194.14691	516
194.16846	511
194.18999	524
194.21153	518
194.23308	525
194.25462	521
194.27617	518
194.29771	516
194.31924	523
194.34079	532
194.36234	535
194.38388	549
194.40541	509
194.42696	515
194.4485	516
194.47005	515
194.49158	508
194.51312	487
194.53467	495
194.5562	494
194.57774	493
194.59929	499
194.62082	482
194.64236	507
194.66391	494
194.68544	482
194.70699	503
194.72852	536
194.75006	514
194.77161	482
194.79314	494
194.81468	525
194.83621	526
194.85776	518
194.87929	496
194.90083	491
