Date and Time:                Wed Oct 26 16:10:52.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         85
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	526
192.05646	508
192.078	491
192.09956	482
192.12112	492
192.14268	494
192.16425	474
192.18581	468
192.20735	438
192.22891	452
192.25047	459
192.27203	476
192.29358	464
192.31514	469
192.3367	457
192.35826	448
192.37981	470
192.40137	468
192.42293	490
192.44449	454
192.46603	469
192.48759	471
192.50916	495
192.5307	480
192.55226	475
192.57381	621
192.59537	495
192.61693	471
192.63847	474
192.66003	480
192.68159	460
192.70314	467
192.7247	461
192.74625	493
192.76781	497
192.78935	505
192.81091	504
192.83246	487
192.85402	497
192.87556	613
192.89713	497
192.91867	505
192.94023	503
192.96178	503
192.98334	504
193.00488	494
193.02643	485
193.04799	457
193.06953	504
193.09109	488
193.11264	502
193.13419	497
193.15575	510
193.17729	516
193.19884	512
193.2204	510
193.24194	517
193.26349	521
193.28505	506
193.30659	498
193.32814	523
193.34969	493
193.37125	532
193.39279	508
193.41434	510
193.43588	494
193.45744	502
193.47899	497
193.50053	521
193.52208	513
193.54362	509
193.56517	514
193.58673	542
193.60828	508
193.62982	517
193.65137	525
193.67291	516
193.69446	490
193.716	503
193.73755	498
193.75909	500
193.78064	515
193.80219	503
193.82375	508
193.84529	499
193.86684	506
193.88838	506
193.90993	518
193.93147	509
193.953	510
193.97455	502
193.99609	500
194.01764	515
194.03918	518
194.06073	504
194.08228	508
194.10382	532
194.12537	514
194.14691	508
194.16846	505
194.18999	515
194.21153	499
194.23308	515
194.25462	514
194.27617	502
194.29771	524
194.31924	512
194.34079	524
194.36234	531
194.38388	540
194.40541	513
194.42696	512
194.4485	518
194.47005	506
194.49158	503
194.51312	479
194.53467	477
194.5562	495
194.57774	488
194.59929	484
194.62082	488
194.64236	495
194.66391	488
194.68544	488
194.70699	506
194.72852	532
194.75006	499
194.77161	486
194.79314	496
194.81468	530
194.83621	526
194.85776	509
194.87929	481
194.90083	490
