Date and Time:                Wed Oct 26 12:56:52.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	533
192.05646	525
192.078	498
192.09956	503
192.12112	502
192.14268	497
192.16425	491
192.18581	481
192.20735	466
192.22891	463
192.25047	471
192.27203	481
192.29358	474
192.31514	482
192.3367	473
192.35826	463
192.37981	483
192.40137	469
192.42293	506
192.44449	483
192.46603	473
192.48759	491
192.50916	496
192.5307	486
192.55226	485
192.57381	483
192.59537	472
192.61693	492
192.63847	489
192.66003	505
192.68159	480
192.70314	473
192.7247	476
192.74625	498
192.76781	503
192.78935	517
192.81091	509
192.83246	510
192.85402	498
192.87556	496
192.89713	486
192.91867	516
192.94023	511
192.96178	512
192.98334	526
193.00488	521
193.02643	488
193.04799	479
193.06953	492
193.09109	508
193.11264	515
193.13419	512
193.15575	510
193.17729	527
193.19884	525
193.2204	513
193.24194	492
193.26349	532
193.28505	513
193.30659	509
193.32814	520
193.34969	510
193.37125	548
193.39279	513
193.41434	513
193.43588	511
193.45744	509
193.47899	521
193.50053	534
193.52208	522
193.54362	527
193.56517	527
193.58673	538
193.60828	515
193.62982	528
193.65137	532
193.67291	521
193.69446	516
193.716	510
193.73755	516
193.75909	504
193.78064	530
193.80219	510
193.82375	528
193.84529	511
193.86684	520
193.88838	510
193.90993	528
193.93147	525
193.953	534
193.97455	512
193.99609	504
194.01764	526
194.03918	533
194.06073	520
194.08228	525
194.10382	531
194.12537	519
194.14691	522
194.16846	528
194.18999	527
194.21153	520
194.23308	510
194.25462	531
194.27617	524
194.29771	532
194.31924	516
194.34079	531
194.36234	551
194.38388	549
194.40541	518
194.42696	523
194.4485	529
194.47005	514
194.49158	517
194.51312	506
194.53467	492
194.5562	499
194.57774	506
194.59929	492
194.62082	492
194.64236	506
194.66391	495
194.68544	496
194.70699	510
194.72852	545
194.75006	523
194.77161	485
194.79314	498
194.81468	536
194.83621	528
194.85776	531
194.87929	503
194.90083	496
