Date and Time:                Wed Oct 26 12:55:29.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	532
192.05646	512
192.078	514
192.09956	499
192.12112	500
192.14268	507
192.16425	485
192.18581	483
192.20735	455
192.22891	462
192.25047	472
192.27203	488
192.29358	479
192.31514	478
192.3367	473
192.35826	460
192.37981	478
192.40137	472
192.42293	507
192.44449	471
192.46603	474
192.48759	475
192.50916	505
192.5307	495
192.55226	485
192.57381	477
192.59537	470
192.61693	489
192.63847	488
192.66003	492
192.68159	482
192.70314	480
192.7247	470
192.74625	490
192.76781	502
192.78935	513
192.81091	504
192.83246	494
192.85402	492
192.87556	489
192.89713	483
192.91867	506
192.94023	502
192.96178	517
192.98334	527
193.00488	510
193.02643	495
193.04799	479
193.06953	504
193.09109	503
193.11264	512
193.13419	511
193.15575	508
193.17729	515
193.19884	522
193.2204	515
193.24194	495
193.26349	530
193.28505	508
193.30659	503
193.32814	521
193.34969	516
193.37125	535
193.39279	514
193.41434	506
193.43588	508
193.45744	512
193.47899	516
193.50053	526
193.52208	524
193.54362	511
193.56517	528
193.58673	540
193.60828	524
193.62982	540
193.65137	536
193.67291	519
193.69446	500
193.716	511
193.73755	514
193.75909	509
193.78064	526
193.80219	504
193.82375	515
193.84529	521
193.86684	515
193.88838	519
193.90993	531
193.93147	525
193.953	520
193.97455	521
193.99609	503
194.01764	524
194.03918	519
194.06073	527
194.08228	515
194.10382	527
194.12537	521
194.14691	527
194.16846	529
194.18999	529
194.21153	525
194.23308	520
194.25462	519
194.27617	517
194.29771	525
194.31924	525
194.34079	535
194.36234	547
194.38388	553
194.40541	510
194.42696	527
194.4485	528
194.47005	526
194.49158	505
194.51312	495
194.53467	487
194.5562	515
194.57774	496
194.59929	504
194.62082	491
194.64236	518
194.66391	498
194.68544	494
194.70699	508
194.72852	533
194.75006	516
194.77161	495
194.79314	493
194.81468	527
194.83621	536
194.85776	536
194.87929	504
194.90083	501
