Date and Time:                Wed Oct 26 15:00:56.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	510
192.05646	504
192.078	488
192.09956	477
192.12112	489
192.14268	485
192.16425	471
192.18581	463
192.20735	444
192.22891	456
192.25047	452
192.27203	462
192.29358	456
192.31514	458
192.3367	458
192.35826	450
192.37981	461
192.40137	466
192.42293	490
192.44449	458
192.46603	449
192.48759	469
192.50916	487
192.5307	482
192.55226	462
192.57381	455
192.59537	460
192.61693	471
192.63847	478
192.66003	488
192.68159	464
192.70314	465
192.7247	458
192.74625	474
192.76781	489
192.78935	506
192.81091	489
192.83246	485
192.85402	482
192.87556	472
192.89713	470
192.91867	506
192.94023	483
192.96178	490
192.98334	506
193.00488	506
193.02643	472
193.04799	461
193.06953	487
193.09109	485
193.11264	494
193.13419	503
193.15575	494
193.17729	512
193.19884	500
193.2204	505
193.24194	484
193.26349	515
193.28505	501
193.30659	497
193.32814	503
193.34969	495
193.37125	524
193.39279	500
193.41434	495
193.43588	489
193.45744	501
193.47899	494
193.50053	516
193.52208	499
193.54362	500
193.56517	514
193.58673	528
193.60828	510
193.62982	506
193.65137	511
193.67291	504
193.69446	489
193.716	491
193.73755	499
193.75909	492
193.78064	510
193.80219	493
193.82375	506
193.84529	497
193.86684	494
193.88838	498
193.90993	515
193.93147	503
193.953	506
193.97455	503
193.99609	493
194.01764	506
194.03918	505
194.06073	506
194.08228	500
194.10382	519
194.12537	508
194.14691	505
194.16846	515
194.18999	507
194.21153	504
194.23308	503
194.25462	507
194.27617	489
194.29771	520
194.31924	508
194.34079	519
194.36234	527
194.38388	540
194.40541	502
194.42696	517
194.4485	512
194.47005	504
194.49158	499
194.51312	487
194.53467	479
194.5562	490
194.57774	487
194.59929	482
194.62082	471
194.64236	490
194.66391	481
194.68544	476
194.70699	502
194.72852	527
194.75006	506
194.77161	477
194.79314	482
194.81468	516
194.83621	506
194.85776	504
194.87929	479
194.90083	487
