Date and Time:                Wed Oct 26 12:40:19.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         70
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	532
192.05646	518
192.078	510
192.09956	503
192.12112	510
192.14268	507
192.16425	493
192.18581	486
192.20735	474
192.22891	469
192.25047	469
192.27203	494
192.29358	482
192.31514	488
192.3367	483
192.35826	470
192.37981	493
192.40137	499
192.42293	514
192.44449	482
192.46603	487
192.48759	493
192.50916	511
192.5307	500
192.55226	491
192.57381	481
192.59537	480
192.61693	503
192.63847	491
192.66003	503
192.68159	483
192.70314	482
192.7247	484
192.74625	498
192.76781	518
192.78935	530
192.81091	514
192.83246	497
192.85402	506
192.87556	496
192.89713	496
192.91867	526
192.94023	510
192.96178	506
192.98334	532
193.00488	523
193.02643	505
193.04799	485
193.06953	503
193.09109	504
193.11264	519
193.13419	527
193.15575	535
193.17729	526
193.19884	533
193.2204	523
193.24194	513
193.26349	538
193.28505	524
193.30659	520
193.32814	531
193.34969	528
193.37125	558
193.39279	527
193.41434	520
193.43588	513
193.45744	531
193.47899	515
193.50053	543
193.52208	530
193.54362	533
193.56517	527
193.58673	544
193.60828	537
193.62982	535
193.65137	536
193.67291	536
193.69446	514
193.716	509
193.73755	521
193.75909	520
193.78064	536
193.80219	520
193.82375	525
193.84529	525
193.86684	534
193.88838	521
193.90993	537
193.93147	527
193.953	529
193.97455	531
193.99609	524
194.01764	535
194.03918	532
194.06073	529
194.08228	528
194.10382	541
194.12537	532
194.14691	533
194.16846	530
194.18999	525
194.21153	537
194.23308	528
194.25462	526
194.27617	527
194.29771	537
194.31924	535
194.34079	532
194.36234	549
194.38388	562
194.40541	525
194.42696	536
194.4485	525
194.47005	529
194.49158	534
194.51312	501
194.53467	505
194.5562	514
194.57774	507
194.59929	510
194.62082	507
194.64236	520
194.66391	505
194.68544	503
194.70699	517
194.72852	541
194.75006	525
194.77161	496
194.79314	510
194.81468	538
194.83621	542
194.85776	535
194.87929	516
194.90083	521
