Date and Time:                Sun Jan 29 14:43:28.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	37947
328.75653	36587
328.77744	36614
328.79834	36270
328.81924	36154
328.84012	36817
328.86102	36454
328.88193	36229
328.90283	35904
328.92374	35720
328.94461	35525
328.96552	35126
328.98642	34712
329.00732	34883
329.0282	35030
329.0491	34863
329.07001	34658
329.09088	34663
329.11179	34614
329.13269	34533
329.15359	34299
329.17447	34466
329.19537	34243
329.21628	34263
329.23715	34073
329.25806	33846
329.27896	33862
329.29984	33482
329.32074	33588
329.34161	33594
329.36252	33811
329.38342	33821
329.4043	33875
329.4252	33803
329.44611	33451
329.46698	33571
329.48788	33751
329.50876	33776
329.52966	33798
329.55054	33891
329.57144	33696
329.59235	33638
329.61322	33442
329.63412	33428
329.655	33422
329.6759	33623
329.69678	33558
329.71768	33539
329.73856	33416
329.75946	33241
329.78033	33200
329.80124	33209
329.82211	33251
329.84302	33440
329.86389	33438
329.88477	33237
329.90567	32988
329.92654	32978
329.94745	33158
329.96832	33404
329.98923	33372
330.0101	33288
330.03098	33282
330.05188	33277
330.07275	33234
330.09366	33164
330.11453	32975
330.13541	32943
330.15631	32428
330.17719	32271
330.19806	32259
330.21896	32215
330.23984	32044
330.26074	31876
330.28162	32007
330.30249	31838
330.32336	31904
330.34427	31736
330.36514	31783
330.38602	31654
330.40692	31735
330.4278	31840
330.44867	32243
330.46954	32439
330.49045	32474
330.51132	32301
330.5322	32209
330.55307	32104
330.57397	31658
330.59485	31747
330.61572	31931
330.6366	31842
330.6575	31761
330.67838	31567
330.69925	31548
330.72012	31363
330.741	31341
330.76187	31241
330.78278	31577
330.80365	31797
330.82452	31689
330.8454	31356
330.86627	31261
330.88715	31476
330.90802	31723
330.92892	32028
330.9498	32028
330.97067	32271
330.99155	31926
331.01242	31846
331.03329	31814
331.05417	31714
331.07504	31603
331.09592	31749
331.11679	31965
331.13766	31855
331.15854	31864
