Date and Time:                Sun Jan 29 14:44:35.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	302
328.75653	295
328.77744	302
328.79834	301
328.81924	302
328.84012	298
328.86102	299
328.88193	302
328.90283	308
328.92374	308
328.94461	301
328.96552	304
328.98642	294
329.00732	309
329.0282	300
329.0491	301
329.07001	299
329.09088	302
329.11179	302
329.13269	296
329.15359	302
329.17447	304
329.19537	301
329.21628	304
329.23715	304
329.25806	309
329.27896	294
329.29984	308
329.32074	306
329.34161	304
329.36252	300
329.38342	300
329.4043	298
329.4252	305
329.44611	299
329.46698	301
329.48788	305
329.50876	301
329.52966	300
329.55054	302
329.57144	304
329.59235	305
329.61322	304
329.63412	304
329.655	297
329.6759	302
329.69678	302
329.71768	302
329.73856	301
329.75946	304
329.78033	298
329.80124	308
329.82211	300
329.84302	302
329.86389	298
329.88477	304
329.90567	303
329.92654	306
329.94745	296
329.96832	304
329.98923	302
330.0101	296
330.03098	299
330.05188	303
330.07275	303
330.09366	307
330.11453	303
330.13541	303
330.15631	300
330.17719	301
330.19806	303
330.21896	298
330.23984	304
330.26074	304
330.28162	305
330.30249	300
330.32336	305
330.34427	303
330.36514	298
330.38602	301
330.40692	304
330.4278	299
330.44867	302
330.46954	301
330.49045	304
330.51132	304
330.5322	301
330.55307	300
330.57397	306
330.59485	307
330.61572	306
330.6366	303
330.6575	299
330.67838	307
330.69925	299
330.72012	302
330.741	306
330.76187	303
330.78278	296
330.80365	305
330.82452	299
330.8454	300
330.86627	300
330.88715	306
330.90802	302
330.92892	305
330.9498	302
330.97067	297
330.99155	298
331.01242	301
331.03329	302
331.05417	300
331.07504	300
331.09592	305
331.11679	300
331.13766	302
331.15854	306
331.17941	302
331.20029	311
331.22116	305
331.24203	296
331.26291	303
331.28378	299
331.30466	301
331.32553	296
331.34641	304
331.36728	304
331.38815	303
331.40903	299
331.4299	299
331.45078	300
331.47165	303
331.49252	305
