Date and Time:                Sun Jan 29 14:41:34.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	39306
328.75653	38071
328.77744	38206
328.79834	37929
328.81924	37807
328.84012	38340
328.86102	38015
328.88193	37913
328.90283	37530
328.92374	37217
328.94461	36936
328.96552	36654
328.98642	36163
329.00732	36273
329.0282	36282
329.0491	36167
329.07001	35952
329.09088	35951
329.11179	35772
329.13269	35658
329.15359	35477
329.17447	35507
329.19537	35387
329.21628	35232
329.23715	34999
329.25806	34797
329.27896	34775
329.29984	34437
329.32074	34434
329.34161	34448
329.36252	34564
329.38342	34530
329.4043	34614
329.4252	34419
329.44611	34085
329.46698	34279
329.48788	34373
329.50876	34298
329.52966	34303
329.55054	34373
329.57144	34160
329.59235	34134
329.61322	33879
329.63412	33859
329.655	33796
329.6759	34067
329.69678	34086
329.71768	33968
329.73856	33856
329.75946	33627
329.78033	33612
329.80124	33634
329.82211	33573
329.84302	33852
329.86389	33832
329.88477	33642
329.90567	33454
329.92654	33353
329.94745	33543
329.96832	33918
329.98923	33806
330.0101	33726
330.03098	33694
330.05188	33831
330.07275	33780
330.09366	33625
330.11453	33602
330.13541	33441
330.15631	33062
330.17719	32865
330.19806	32847
330.21896	32756
330.23984	32731
330.26074	32630
330.28162	32715
330.30249	32501
330.32336	32548
330.34427	32404
330.36514	32443
330.38602	32356
330.40692	32563
330.4278	32490
330.44867	32961
330.46954	33146
330.49045	33245
330.51132	33152
330.5322	33014
330.55307	32985
330.57397	32510
330.59485	32474
330.61572	32698
330.6366	32633
330.6575	32467
330.67838	32325
330.69925	32219
330.72012	31986
330.741	31967
330.76187	31973
330.78278	32289
330.80365	32471
330.82452	32338
330.8454	32053
330.86627	31991
330.88715	32137
330.90802	32475
330.92892	32595
330.9498	32652
330.97067	32792
330.99155	32605
331.01242	32418
331.03329	32468
331.05417	32268
331.07504	32203
331.09592	32204
331.11679	32401
331.13766	32314
331.15854	32381
