Date and Time:                Sun Jan 29 14:40:49.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	39513
328.75653	38383
328.77744	38568
328.79834	38471
328.81924	38453
328.84012	39081
328.86102	38831
328.88193	38753
328.90283	38486
328.92374	38519
328.94461	38386
328.96552	38102
328.98642	37735
329.00732	38035
329.0282	38115
329.0491	38084
329.07001	37950
329.09088	37987
329.11179	37952
329.13269	37979
329.15359	37987
329.17447	38026
329.19537	37931
329.21628	38130
329.23715	37928
329.25806	37775
329.27896	37767
329.29984	37495
329.32074	37620
329.34161	37712
329.36252	37849
329.38342	37994
329.4043	38129
329.4252	38136
329.44611	37810
329.46698	38011
329.48788	38134
329.50876	38212
329.52966	38232
329.55054	38431
329.57144	38165
329.59235	38324
329.61322	38101
329.63412	38056
329.655	38057
329.6759	38355
329.69678	38344
329.71768	38306
329.73856	38169
329.75946	38060
329.78033	37975
329.80124	37999
329.82211	37900
329.84302	38320
329.86389	38388
329.88477	38128
329.90567	37827
329.92654	37750
329.94745	38031
329.96832	38433
329.98923	38358
330.0101	38243
330.03098	38267
330.05188	38329
330.07275	38173
330.09366	38185
330.11453	38073
330.13541	37969
330.15631	37458
330.17719	37301
330.19806	37257
330.21896	37147
330.23984	37122
330.26074	36894
330.28162	37056
330.30249	36872
330.32336	36880
330.34427	36839
330.36514	36797
330.38602	36705
330.40692	36912
330.4278	36856
330.44867	37443
330.46954	37648
330.49045	37821
330.51132	37673
330.5322	37649
330.55307	37535
330.57397	37012
330.59485	37035
330.61572	37291
330.6366	37112
330.6575	37167
330.67838	36905
330.69925	36788
330.72012	36835
330.741	36744
330.76187	36761
330.78278	37102
330.80365	37237
330.82452	37241
330.8454	36994
330.86627	36945
330.88715	37039
330.90802	37561
330.92892	37712
330.9498	37899
330.97067	37986
330.99155	37995
331.01242	37872
331.03329	37873
331.05417	37792
331.07504	37640
331.09592	37861
331.11679	37907
331.13766	38000
331.15854	38188
