Date and Time:                Sun Jan 29 14:44:41.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              350
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



328.73563	299
328.75653	301
328.77744	303
328.79834	308
328.81924	302
328.84012	297
328.86102	303
328.88193	305
328.90283	303
328.92374	297
328.94461	296
328.96552	300
328.98642	300
329.00732	301
329.0282	300
329.0491	297
329.07001	305
329.09088	297
329.11179	299
329.13269	298
329.15359	301
329.17447	302
329.19537	298
329.21628	303
329.23715	300
329.25806	303
329.27896	302
329.29984	308
329.32074	302
329.34161	303
329.36252	306
329.38342	302
329.4043	301
329.4252	301
329.44611	304
329.46698	302
329.48788	300
329.50876	302
329.52966	301
329.55054	304
329.57144	301
329.59235	300
329.61322	302
329.63412	293
329.655	296
329.6759	297
329.69678	302
329.71768	294
329.73856	294
329.75946	299
329.78033	306
329.80124	300
329.82211	300
329.84302	300
329.86389	305
329.88477	299
329.90567	304
329.92654	299
329.94745	302
329.96832	299
329.98923	302
330.0101	300
330.03098	301
330.05188	307
330.07275	301
330.09366	299
330.11453	302
330.13541	306
330.15631	303
330.17719	299
330.19806	297
330.21896	298
330.23984	301
330.26074	295
330.28162	299
330.30249	302
330.32336	298
330.34427	306
330.36514	302
330.38602	303
330.40692	298
330.4278	301
330.44867	305
330.46954	303
330.49045	303
330.51132	298
330.5322	303
330.55307	294
330.57397	302
330.59485	301
330.61572	305
330.6366	296
330.6575	299
330.67838	302
330.69925	308
330.72012	301
330.741	302
330.76187	303
330.78278	303
330.80365	309
330.82452	297
330.8454	302
330.86627	302
330.88715	300
330.90802	304
330.92892	303
330.9498	293
330.97067	305
330.99155	304
331.01242	298
331.03329	304
331.05417	297
331.07504	299
331.09592	303
331.11679	300
331.13766	298
331.15854	300
331.17941	304
331.20029	303
331.22116	296
331.24203	301
331.26291	298
331.28378	307
331.30466	299
331.32553	302
331.34641	301
331.36728	302
331.38815	297
331.40903	299
331.4299	299
331.45078	295
331.47165	300
331.49252	300
