# wl 	 tx
271.0561548 -0.0000106
271.0659282 -0.0000305
271.0756916 -0.0000083
271.0854650 0.0000192
271.0951983 0.0000219
271.1049717 -0.0000055
271.1147351 0.0000305
271.1245084 0.0000332
271.1342718 0.0000082
271.1440452 0.0000137
271.1538186 0.0000275
271.1635519 0.0000249
271.1733253 0.0000304
271.1830887 0.0000055
271.1928621 0.0000470
271.2026254 -0.0000195
271.2123988 -0.0000194
271.2221322 -0.0000055
271.2319056 -0.0000136
271.2416789 0.0000082
271.2514423 0.0000277
271.2612157 0.0000000
271.2709491 0.0000083
271.2807224 0.0000223
271.2904858 0.0000084
271.3002592 0.0000141
271.3099926 0.0000392
271.3197659 0.0000252
271.3295393 0.0000253
271.3393027 0.0000310
271.3490461 0.0000056
271.3588095 0.0000702
271.3685828 0.0000169
271.3783462 0.0000168
271.3880896 0.0000450
271.3978530 0.0000113
271.4076263 0.0000028
271.4173897 0.0000311
271.4271331 -0.0000028
271.4369065 0.0000113
271.4466698 -0.0000170
271.4564132 0.0000028
271.4661766 0.0000195
271.4759500 0.0000278
271.4856834 0.0000056
271.4954567 -0.0000591
271.5052201 0.0000226
271.5149635 0.0000253
271.5247269 0.0000056
271.5345002 0.0000392
271.5442436 0.0000305
271.5540070 0.0000000
271.5637804 -0.0000028
271.5735138 0.0000249
271.5832871 -0.0000083
271.5930505 0.0000334
271.6027939 0.0000250
271.6125573 0.0000526
271.6223307 -0.0000138
271.6320640 0.0000083
271.6418374 0.0000139
271.6515808 0.0000083
271.6613442 0.0000222
271.6711176 -0.0000167
271.6808509 0.0000391
271.6906243 0.0000084
271.7003577 0.0000419
271.7101311 0.0000337
271.7198644 0.0000141
271.7296378 0.0000000
271.7394012 0.0000196
271.7491446 0.0000112
271.7589080 0.0000587
271.7686514 0.0000446
271.7784247 0.0000167
271.7881581 0.0000363
271.7979315 0.0000140
271.8076649 0.0000056
271.8174383 0.0000252
271.8271716 0.0000449
271.8369450 0.0000479
271.8466784 0.0000028
271.8564518 0.0000254
271.8662152 0.0000198
271.8759586 0.0000114
271.8857219 0.0000199
271.8954653 0.0000453
271.9052087 -0.0000170
271.9149721 0.0000000
271.9247155 -0.0000057
271.9344789 0.0000085
271.9442222 0.0000570
271.9539856 0.0000057
271.9637290 0.0000000
271.9734924 -0.0000141
271.9832358 0.0000084
271.9929992 0.0000056
272.0027425 0.0000422
272.0124759 -0.0000056
272.0222493 0.0000085
272.0319827 0.0000226
272.0417561 -0.0000450
272.0514995 0.0000253
272.0612628 0.0000084
272.0710062 -0.0000085
272.0807396 0.0000311
272.0905130 0.0000255
272.1002464 0.0000199
272.1100198 0.0000227
272.1197531 -0.0000028
272.1294965 0.0000279
272.1392599 0.0000361
272.1490033 0.0000195
272.1587367 0.0000056
272.1685101 0.0000112
272.1782435 0.0000363
272.1879868 -0.0000083
272.1977602 0.0000028
272.2074936 0.0000303
272.2172670 0.0000055
272.2270004 0.0000357
272.2367438 0.0000441
272.2464771 0.0000165
272.2562505 0.0000165
272.2659839 -0.0000083
272.2757273 0.0000193
272.2854907 0.0000330
272.2952341 -0.0000414
272.3049675 0.0000056
272.3147409 0.0000194
272.3244742 -0.0000028
272.3342176 0.0000333
272.3439510 0.0000448
272.3537244 -0.0000169
272.3634578 0.0000533
272.3732012 -0.0000196
272.3829346 0.0000392
272.3927080 -0.0000028
272.4024513 0.0000196
272.4121847 -0.0000140
272.4219281 0.0000168
272.4316915 0.0000388
272.4414349 -0.0000249
272.4511683 0.0000111
272.4609117 0.0000415
272.4706751 0.0000138
272.4804185 0.0000555
272.4901518 0.0000417
272.4998952 0.0000363
272.5096286 0.0000195
272.5194020 -0.0000389
272.5291354 0.0000281
272.5388788 -0.0000141
272.5486122 0.0000000
272.5583556 0.0000168
272.5680890 0.0000056
272.5778624 0.0000559
272.5875957 0.0000223
272.5973391 -0.0000056
272.6070725 0.0000619
272.6168159 0.0000113
272.6265593 0.0000281
272.6362927 0.0000363
272.6460661 0.0000139
272.6557995 0.0000250
272.6655429 0.0000055
272.6752762 0.0000416
272.6850196 0.0000752
