Date and Time:                Thu Sep 8 17:17:04.000 2022
258.16672	304
258.18799	304
258.20923	308
258.23047	307
258.25171	306
258.27298	309
258.29422	307
258.31546	304
258.3367	303
258.35797	303
258.37921	301
258.40045	313
258.42169	301
258.44296	309
258.4642	302
258.48544	304
258.50668	304
258.52792	306
258.54919	306
258.57043	305
258.59167	309
258.61292	305
258.63416	305
258.6554	299
258.67667	300
258.69791	308
258.71915	303
258.74039	304
258.76163	297
258.78287	302
258.80411	299
258.82538	309
258.84662	306
258.86786	308
258.8891	303
258.91034	304
258.93158	312
258.95282	307
258.97406	306
258.9953	303
259.01654	302
259.03778	309
259.05902	302
259.08026	310
259.1015	300
259.12274	303
259.14398	305
259.16522	308
259.18646	305
259.2077	306
259.22894	305
259.25018	301
259.27142	306
259.29266	308
259.3139	301
259.33514	298
259.35638	302
259.37762	305
259.39886	302
259.4201	305
259.44135	305
259.46259	303
259.48383	307
259.50507	305
259.52631	304
259.54755	307
259.56879	314
259.59	304
259.61124	302
259.63248	305
259.65372	307
259.67496	309
259.6962	304
259.71744	306
259.73865	309
259.75989	306
259.78113	303
259.80237	302
259.82361	297
259.84485	306
259.86606	304
259.8873	306
259.90854	301
259.92978	303
259.95102	302
259.97223	310
259.99347	303
260.01471	304
260.03595	307
260.05716	305
260.0784	305
260.09964	300
260.12088	307
260.14209	301
260.16333	303
260.18457	300
260.20581	304
260.22702	307
260.24826	301
260.2695	307
260.29071	300
260.31195	305
260.33319	303
260.3544	302
260.37564	312
260.39688	301
260.41809	306
260.43933	302
260.46057	309
260.48178	303
260.50302	304
260.52423	306
260.54547	300
260.56671	307
260.58792	307
260.60916	306
260.63037	304
260.65161	304
260.67285	309
260.69406	304
260.7153	302
260.73651	300
260.75775	309
260.77896	309
260.8002	307
260.82141	306
260.84265	300
260.86389	306
260.8851	305
260.90634	310
260.92755	297
260.94879	304
260.97	309
260.99121	309
261.01245	304
261.03366	302
261.0549	306
261.07611	305
261.09735	303
261.11856	308
261.1398	307
261.16101	304
261.18225	305
261.20346	297
261.22467	304
261.24591	311
261.26712	306
261.28836	300
261.30957	307
261.33078	311
261.35202	297
261.37323	309
261.39444	307
261.41568	310
261.43689	300
261.4581	304
261.47934	308
261.50055	303
261.52176	304
261.543	305
261.56421	306
261.58542	300
261.60666	305
261.62787	300
261.64908	305
261.67032	301
261.69153	299
261.71274	306
261.73395	304
261.75519	302
261.7764	310
261.79761	304
261.81882	305
261.84006	308
261.86127	309
261.88248	299
261.90369	307
261.9249	307
261.94614	313
261.96735	303
261.98856	301
262.00977	299
262.03098	305
262.05222	298
262.07343	305
262.09464	307
262.11584	307
262.13705	299
262.15826	305
262.17947	303
262.20071	303
262.22192	308
262.24313	306
262.26434	308
262.28555	305
262.30676	307
262.32797	299
262.34918	298
262.37039	304
262.3916	308
262.41281	311
262.43402	299
262.45523	312
262.47647	302
262.49768	301
262.51889	304
262.5401	309
262.56131	303
262.58252	310
262.60373	302
262.62494	307
262.64615	310
262.66736	306
262.68857	298
262.70978	302
262.73099	301
262.75217	303
262.77338	304
262.79459	304
262.8158	302
262.83701	309
262.85822	306
262.87943	305
262.90063	307
262.92184	301
262.94305	303
262.96426	302
262.98547	307
263.00665	303
263.02786	310
263.04907	303
263.07028	306
263.09149	309
263.1127	305
263.13391	306
263.15509	306
263.1763	301
263.19751	312
263.21872	301
263.23993	300
263.26114	313
263.28232	301
263.30353	310
263.32474	304
263.34595	302
263.36713	297
263.38834	301
263.40955	306
263.43076	303
263.45193	303
263.47314	301
263.49435	304
263.51556	306
263.53674	300
263.55795	307
263.57916	305
263.60034	305
263.62155	303
263.64276	304
263.66397	310
263.68515	303
263.70636	297
263.72757	308
263.74875	305
263.76996	305
263.79117	301
263.81235	303
263.83356	305
263.85474	303
263.87595	304
263.89716	304
263.91833	308
263.93954	306
263.96072	309
263.98193	301
264.00314	298
264.02432	306
264.04553	305
264.06671	303
264.08792	309
264.1091	302
264.13031	301
264.15149	308
264.1727	301
264.19388	298
264.21509	302
264.2363	307
264.25748	310
264.27869	305
264.29987	305
264.32104	306
264.34225	304
264.36343	304
264.38464	306
264.40582	302
264.42703	305
264.44821	308
264.46942	305
264.4906	313
264.51181	311
264.53299	309
264.55417	301
264.57538	302
264.59656	309
264.61777	308
264.63895	301
264.66013	304
264.68134	302
264.70251	308
264.72369	300
264.7449	303
264.76608	308
264.78726	307
264.80847	307
264.82965	308
264.85083	305
264.87204	300
264.89322	306
264.9144	305
264.93561	309
264.95679	305
264.97797	305
264.99915	306
265.02036	304
265.04153	306
265.06271	306
265.08389	302
265.1051	306
265.12628	304
265.14746	303
265.16864	303
265.18985	300
265.21103	308
265.23221	305
265.25339	307
265.27457	307
265.29578	306
265.31696	300
265.33813	302
265.35931	304
265.38049	307
265.40167	302
265.42285	310
265.44406	309
265.46524	304
265.48642	308
265.5076	305
265.52878	305
265.54996	300
265.57114	308
265.59232	302
265.61349	304
265.6347	303
265.65588	305
265.67706	315
265.69824	306
265.71942	300
265.7406	301
265.76178	307
265.78296	303
265.80414	303
265.82532	304
265.8465	304
265.86768	305
265.88885	299
265.91003	305
265.93121	303
265.95239	309
265.97357	300
265.99475	305
266.01593	301
266.03711	307
266.05829	305
266.07947	301
266.10065	305
266.1218	301
266.14297	299
266.16415	303
266.18533	308
266.20651	309
266.22769	308
266.24887	307
266.27005	308
266.29123	309
266.31238	299
266.33356	302
266.35474	305
266.37592	303
266.39709	302
266.41827	305
266.43945	304
266.4606	311
266.48178	310
266.50296	301
266.52414	300
266.54532	304
266.56647	305
266.58765	300
266.60883	299
266.63	307
266.65115	384
266.67233	362
266.69351	325
266.71469	306
266.73584	305
266.75702	308
266.7782	303
266.79938	300
266.82053	306
266.84171	307
266.86288	305
266.88403	304
266.90521	302
266.92639	307
266.94754	302
266.96872	304
266.9899	307
267.01105	299
267.03223	307
267.05341	304
267.07455	303
267.09573	305
267.11688	304
267.13806	307
267.15924	304
267.18039	306
267.20157	300
267.22272	305
267.2439	308
267.26505	308
267.28622	303
267.3074	300
267.32855	304
267.34973	304
267.37088	303
267.39206	306
267.41321	302
267.43439	306
267.45554	309
267.47672	303
267.49786	301
267.51904	301
267.54019	301
267.56137	308
267.58252	309
267.6037	306
267.62485	304
267.646	298
267.66718	309
267.68832	303
267.7095	303
267.73065	310
267.75183	307
267.77298	306
267.79413	300
267.81531	306
267.83646	308
267.85764	304
267.87878	301
267.89993	304
267.92111	302
267.94226	306
267.96341	304
267.98459	300
268.00574	310
268.02689	299
268.04807	305
268.06921	309
268.09036	309
268.11154	308
268.13269	305
268.15384	298
268.17499	304
268.19617	303
268.21732	308
268.23846	302
268.25961	304
268.28079	314
268.30194	305
268.32309	303
268.34424	302
268.36542	312
268.38657	311
268.40771	301
268.42886	308
268.45001	309
268.47119	300
268.49234	300
268.51349	307
268.53464	303
268.55579	304
268.57693	306
268.59808	313
268.61926	304
268.64041	307
268.66156	299
268.68271	304
268.70386	309
268.72501	304
268.74615	305
268.7673	304
268.78845	303
268.8096	302
268.83078	296
268.85193	302
268.87308	299
268.89423	305
268.91537	300
268.93652	310
268.95767	300
268.97882	308
268.99997	305
269.02112	307
269.04227	302
269.06342	310
269.08456	305
269.10571	304
269.12686	307
269.14801	303
269.16916	304
269.19031	303
269.21143	299
269.23257	309
269.25372	308
269.27487	304
269.29602	303
269.31717	305
269.33832	307
269.35947	307
269.38062	308
269.40176	308
269.42291	304
269.44403	303
269.46518	305
269.48633	306
269.50748	306
269.52863	307
269.54977	308
269.57089	301
269.59204	301
269.61319	306
269.63434	302
269.65549	305
269.67661	298
269.69775	310
269.7189	300
269.74005	304
269.7612	306
269.78232	301
269.80347	305
269.82462	307
269.84576	300
269.86688	307
269.88803	303
269.90918	303
269.9303	308
269.95145	302
269.9726	303
269.99371	301
270.01486	308
270.03601	303
270.05716	305
270.07828	300
270.09943	301
270.12054	307
270.14169	305
270.16284	313
270.18396	308
270.20511	310
270.22626	309
270.24738	310
270.26852	301
270.28964	300
270.31079	302
270.33194	305
270.35306	302
270.37421	301
270.39532	305
270.41647	309
270.43759	306
270.45874	300
270.47986	304
270.50101	302
270.52213	308
270.54327	302
270.56439	300
270.58554	302
270.60666	297
270.62781	305
270.64893	303
270.67007	305
270.69119	306
270.71234	303
270.73346	303
270.75461	302
270.77573	303
270.79684	303
270.81799	310
270.83911	303
270.86026	306
270.88138	302
270.9025	306
270.92365	302
270.94476	305
270.96591	306
270.98703	308
271.00815	305
271.0293	303
271.05042	296
271.07153	304
271.09268	300
271.1138	301
271.13492	304
271.15607	306
271.17719	307
271.1983	299
271.21942	309
271.24057	309
271.26169	303
271.28281	305
271.30396	305
271.32507	302
271.34619	304
271.36731	306
271.38843	298
271.40958	307
271.43069	301
271.45181	303
271.47293	306
271.49408	306
271.5152	306
271.53632	297
271.55743	300
271.57855	309
271.59967	303
271.62082	301
271.64194	301
271.66306	303
271.68417	303
271.70529	299
271.72641	305
271.74753	299
271.76865	306
271.78979	305
271.81091	298
271.83203	306
271.85315	303
271.87427	303
271.89539	306
271.9165	299
271.93762	297
271.95874	305
271.97986	309
272.00098	305
272.02209	309
272.04321	299
272.06433	303
272.08545	304
272.10657	306
272.12769	302
272.1488	303
272.16992	305
272.19104	307
272.21216	309
272.23328	304
272.25439	301
272.27551	305
272.29663	308
272.31775	308
272.33884	308
272.35995	310
272.38107	300
272.40219	300
272.42331	308
272.44443	306
272.46555	304
272.48666	305
272.50778	307
272.52887	305
272.54999	308
272.57111	303
272.59222	303
272.61334	310
272.63446	306
272.65555	305
272.67667	302
272.69778	312
272.7189	311
272.73999	306
272.76111	307
272.78223	302
272.80334	307
272.82446	301
272.84555	301
272.86667	307
272.88779	300
272.90887	302
272.92999	302
272.95111	306
272.97223	307
272.99332	301
273.01443	303
273.03555	301
273.05664	300
273.07776	311
273.09888	305
273.11996	307
273.14108	304
273.1622	298
273.18329	303
273.20441	307
273.22549	308
273.24661	304
273.26773	298
273.28882	298
273.30994	304
273.33102	305
273.35214	307
273.37323	306
273.39435	303
273.41547	307
273.43655	304
273.45767	308
273.47876	300
273.49988	300
273.52097	306
273.54208	304
273.56317	308
273.58429	305
273.60538	306
273.6265	302
273.64758	305
273.6687	306
273.68979	303
273.71091	306
273.73199	306
273.75308	305
273.7742	306
273.79529	307
273.81641	304
273.83749	305
273.85858	309
273.8797	308
273.90079	309
273.92191	309
273.94299	306
273.96408	306
273.9852	302
274.00629	299
274.02737	310
274.04849	298
274.06958	307
274.09067	302
274.11179	303
274.13287	302
274.15396	300
274.17508	309
274.19617	305
274.21725	306
274.23834	302
274.25946	303
274.28055	304
274.30164	308
274.32272	306
274.34384	308
274.36493	303
274.38602	308
274.4071	298
274.42822	302
274.44931	305
274.4704	302
274.49149	307
274.51257	302
274.53366	311
274.55478	304
274.57587	304
274.59695	304
274.61804	303
274.63913	304
274.66022	307
274.6813	298
274.70242	303
274.72351	306
274.7446	303
274.76569	303
274.78677	305
274.80786	306
274.82895	305
274.85004	305
274.87112	303
274.89221	302
274.9133	303
274.93439	306
274.95547	305
274.97656	302
274.99765	312
275.01874	305
275.03983	305
275.06091	307
275.082	298
275.10309	304
275.12418	303
275.14526	303
275.16635	305
275.18744	301
275.20853	307
275.22961	301
275.2507	303
275.27179	304
275.29288	305
275.31396	307
275.33502	303
275.35611	305
275.3772	299
275.39828	306
275.41937	306
275.44046	305
275.46155	304
275.4826	304
275.50369	305
275.52478	304
275.54587	310
275.56696	306
275.58804	301
275.6091	301
275.63019	307
275.65128	305
275.67236	307
275.69345	301
275.71451	304
275.7356	302
275.75668	308
275.77777	307
275.79883	307
275.81992	307
275.841	305
275.86206	302
275.88315	311
275.90424	299
275.92529	307
275.94638	302
275.96747	308
275.98853	304
276.00961	310
276.0307	303
276.05176	304
276.07285	303
276.09393	308
276.11499	303
276.13608	304
276.15717	306
276.17822	302
276.19931	307
276.22037	306
276.24146	302
276.26251	308
276.2836	306
276.30469	301
276.32574	303
276.34683	303
276.36789	306
276.38898	303
276.41003	311
276.43112	303
276.45218	302
276.47327	308
276.49432	302
276.51541	302
276.53647	303
276.55756	303
276.57861	308
276.5997	308
276.62076	308
276.64182	310
276.6629	302
276.68396	304
276.70505	307
276.7261	305
276.74719	305
276.76825	301
276.78931	301
276.81039	306
276.83145	303
276.85251	304
276.8736	307
276.89465	302
276.91574	303
276.9368	304
276.95786	302
276.97891	303
277	302
277.02106	308
277.04211	305
277.0632	301
277.08426	304
277.10532	306
277.1264	306
277.14746	314
277.16852	304
277.18958	306
277.21066	302
277.23172	306
277.25278	316
277.27383	301
277.29489	306
277.31598	305
277.33704	303
277.35809	309
277.37915	305
277.40021	305
277.42126	303
277.44235	305
277.46341	304
277.48447	306
277.50552	304
277.52658	305
277.54764	300
277.5687	305
277.58978	308
277.61084	314
277.6319	305
277.65295	308
277.67401	302
277.69507	305
277.71613	303
277.73718	304
277.75824	300
277.7793	307
277.80035	303
277.82141	308
277.84247	309
277.86353	302
277.88458	307
277.90564	304
277.9267	304
277.94775	302
277.96881	302
277.98987	306
278.01093	304
278.03198	303
278.05304	304
278.0741	311
278.09515	302
278.11621	312
278.13727	301
278.15833	310
278.17935	303
278.20041	306
278.22147	301
278.24252	305
278.26358	303
278.28464	309
278.30569	307
278.32672	308
278.34778	301
278.36884	309
278.38989	310
278.41095	305
278.43201	304
278.45303	307
278.47409	308
278.49515	310
278.5162	303
278.53723	301
278.55829	301
278.57935	313
278.6004	304
278.62143	304
278.64249	302
278.66354	307
278.6846	309
278.70563	306
278.72668	306
278.74774	303
278.76877	300
278.78983	310
278.81088	301
278.83191	312
278.85297	302
278.87402	307
278.89505	307
278.91611	305
278.93716	310
278.95819	302
278.97925	308
279.00027	302
279.02133	309
279.04239	306
279.06342	311
279.08447	308
279.1055	304
279.12656	304
279.14758	302
279.16864	309
279.1897	305
279.21072	307
279.23178	302
279.25281	306
279.27386	302
279.29489	311
279.31595	303
279.33698	301
279.35803	307
279.37906	309
279.40009	300
279.42114	308
279.44217	306
279.46323	307
279.48425	304
279.50531	304
279.52634	302
279.54736	309
279.56842	302
279.58945	313
279.6105	304
279.63153	300
279.65256	301
279.67361	312
279.69464	304
279.71567	310
279.73672	306
279.75775	302
279.77878	309
279.79984	302
279.82086	301
279.84189	309
279.86295	300
279.88397	301
279.905	301
279.92603	304
279.94708	309
279.96811	303
279.98914	302
280.01016	305
280.03122	303
280.05225	306
280.07327	306
280.0943	312
280.11536	307
280.13638	306
280.15741	300
280.17844	307
280.19946	307
280.22049	307
280.24155	304
280.26257	302
280.2836	298
280.30463	310
280.32565	305
280.34668	306
280.36771	307
280.38873	313
280.40979	298
280.43082	309
280.45184	302
280.47287	304
280.4939	298
280.51492	307
280.53595	303
280.55698	303
280.578	309
280.59903	306
280.62006	312
280.64108	313
280.66211	309
280.68314	302
280.70416	305
280.72519	309
280.74622	312
280.76724	311
280.78827	307
280.8093	300
280.83032	305
280.85135	305
280.87238	304
280.8934	302
280.9144	305
280.93542	304
280.95645	308
280.97748	306
280.9985	305
281.01953	301
281.04056	312
281.06158	297
281.08258	303
281.10361	302
281.12463	311
281.14566	298
281.16669	297
281.18771	302
281.20871	303
281.22974	302
281.25076	303
281.27179	302
281.29279	307
281.31381	306
281.33484	304
281.35587	300
281.37686	309
281.39789	305
281.41891	306
281.43994	303
281.46094	309
281.48196	300
281.50299	304
281.52399	308
281.54501	305
281.56604	299
281.58704	303
281.60806	306
281.62909	303
281.65009	305
281.67111	308
281.69214	306
281.71313	304
281.73416	301
281.75516	305
281.77618	312
281.79721	301
281.81821	309
281.83923	304
281.86023	302
281.88126	309
281.90225	300
281.92328	300
281.94427	308
281.9653	305
281.98633	310
282.00732	301
282.02835	303
282.04935	301
282.07034	300
282.09137	311
282.11237	310
282.13339	303
282.15439	308
282.17542	305
282.19641	301
282.21744	312
282.23843	302
282.25943	306
282.28046	311
282.30145	307
282.32248	308
282.34348	304
282.36447	308
282.3855	306
282.40649	298
282.42752	305
282.44852	309
282.46951	306
282.49054	299
282.51154	303
282.53253	309
282.55353	297
282.57455	304
282.59555	300
282.61655	302
282.63757	305
282.65857	302
282.67957	305
282.70056	306
282.72159	307
282.74258	302
282.76358	303
282.78458	306
282.80557	302
282.8266	307
282.8476	299
282.86859	308
282.88959	309
282.91058	305
282.93161	309
282.95261	306
282.9736	309
282.9946	299
283.01559	306
283.03659	304
283.05759	305
283.07858	304
283.09961	305
283.12061	309
283.1416	304
283.1626	311
283.18359	304
283.20459	302
283.22559	307
283.24658	303
283.26758	306
283.28857	304
283.30957	303
283.33057	307
283.35156	302
283.37256	298
283.39355	303
283.41455	304
283.43555	299
283.45654	305
283.47754	309
283.49854	306
283.51953	300
283.54053	302
283.56152	310
283.58252	307
283.60352	302
283.62451	304
283.64548	303
283.66647	301
283.68747	307
283.70847	301
283.72946	306
283.75046	307
283.77145	309
283.79242	307
283.81342	301
283.83441	306
283.85541	300
283.8764	306
283.8974	305
283.91837	309
283.93936	303
283.96036	307
283.98135	300
284.00232	302
284.02332	301
284.04431	302
284.06531	308
284.08627	304
284.10727	309
284.12827	306
284.14926	305
284.17023	307
284.19122	311
284.21222	294
284.23318	302
284.25418	305
284.27518	309
284.29614	303
284.31714	298
284.33813	304
284.3591	302
284.3801	304
284.40106	309
284.42206	305
284.44305	298
284.46402	303
284.48502	301
284.50598	309
284.52698	300
284.54794	298
284.56894	302
284.58994	308
284.6109	304
284.6319	299
284.65286	303
284.67386	301
284.69482	306
284.71582	299
284.73679	304
284.75778	305
284.77875	307
284.79971	304
284.82071	308
284.84167	306
284.86267	306
284.88364	304
284.90463	311
284.9256	304
284.94656	310
284.96756	313
284.98853	303
285.00952	305
285.03049	302
285.05145	311
285.07245	302
285.09341	303
285.11438	303
285.13538	312
285.15634	306
285.17731	302
285.1983	306
285.21927	301
285.24023	311
285.26123	303
285.2822	301
285.30316	306
285.32413	304
285.34512	303
285.36609	304
285.38705	305
285.40802	303
285.42902	308
285.44998	303
285.47095	304
285.49191	300
285.51288	310
285.53387	306
285.55484	303
285.57581	308
285.59677	309
285.61774	304
285.6387	305
285.65967	307
285.68066	306
285.70163	306
285.7226	305
285.74356	308
285.76453	302
285.78549	306
285.80646	306
285.82742	304
285.84839	313
285.86935	306
285.89032	300
285.91129	315
285.93225	305
285.95322	302
285.97418	306
285.99515	300
286.01611	306
286.03708	298
286.05804	305
286.07901	303
286.09998	307
286.12094	304
286.14191	305
286.16287	306
286.18384	306
286.2048	302
286.22577	303
286.24673	300
286.2677	308
286.28867	304
286.30963	301
286.33057	306
286.35153	310
286.3725	299
286.39346	300
286.41443	308
286.43539	309
286.45633	305
286.47729	302
286.49826	301
286.51923	305
286.54019	304
286.56113	302
286.58209	302
286.60306	303
286.62402	307
286.64499	306
286.66592	304
286.68689	306
286.70786	308
286.72879	303
286.74976	299
286.77072	305
286.79169	303
286.81262	305
286.83359	310
286.85455	304
286.87549	312
286.89645	300
286.91742	303
286.93835	300
286.95932	305
286.98026	301
287.00122	307
287.02219	312
287.04312	305
287.06409	303
287.08502	304
287.10599	300
287.12695	302
287.14789	303
287.16885	309
287.18979	299
287.21075	305
287.23169	303
287.25266	302
287.27359	303
287.29456	305
287.31549	305
287.33646	302
287.35739	308
287.37836	306
287.39929	303
287.42026	300
287.44119	304
287.46213	301
287.48309	303
287.50403	303
287.52499	299
287.54593	314
287.56689	308
287.58783	302
287.60876	304
287.62973	307
287.65067	304
287.6716	298
287.69257	308
287.7135	309
287.73444	304
287.7554	304
287.77634	305
287.79727	304
287.81824	309
287.83917	308
287.86011	305
287.88104	306
287.90201	299
287.92294	304
287.94388	299
287.96481	303
287.98578	308
288.00671	307
288.02765	308
288.04858	303
288.06955	299
288.09048	302
288.11142	304
288.13235	310
288.15329	302
288.17422	301
288.19519	307
288.21613	305
288.23706	305
288.258	304
288.27893	310
288.29987	309
288.3208	296
288.34174	300
288.36267	301
288.38361	304
288.40457	311
288.42551	310
288.44644	299
288.46738	311
288.48831	307
288.50925	298
288.53018	305
288.55112	307
288.57205	307
288.59299	307
288.61392	305
288.63486	303
288.65579	311
288.67673	298
288.69766	306
288.7186	305
288.7395	306
288.76044	310
288.78137	307
288.80231	307
288.82324	307
288.84418	309
288.86511	304
288.88605	304
288.90698	306
288.92792	304
288.94882	302
288.96976	311
288.99069	302
289.01163	304
289.03256	303
289.05347	310
289.0744	301
289.09534	301
289.11627	306
289.13721	299
289.15811	306
289.17905	306
289.19998	303
289.22092	300
289.24182	304
289.26276	300
289.28369	305
289.30463	304
289.32553	305
289.34647	306
289.3674	305
289.38831	305
289.40924	305
289.43018	298
289.45108	301
289.47202	304
289.49295	307
289.51385	311
289.53479	301
289.55569	307
289.57663	311
289.59756	297
289.61847	303
289.6394	301
289.66031	302
289.68124	309
289.70215	304
289.72308	302
289.74402	304
289.76492	305
289.78586	305
289.80676	302
289.8277	303
289.8486	304
289.86954	300
289.89044	303
289.91138	300
289.93228	304
289.95319	306
289.97412	308
289.99503	302
290.01596	305
290.03687	299
290.0578	308
290.0787	307
290.09961	302
290.12054	313
290.14145	300
290.16235	303
290.18329	307
290.20419	308
290.22513	300
290.24603	300
290.26694	308
290.28787	303
290.30878	305
290.32968	304
290.35059	309
290.37152	299
290.39243	306
290.41333	300
290.43427	299
290.45517	308
290.47607	307
290.49698	305
290.51788	303
290.53882	311
290.55972	304
290.58063	304
290.60153	309
290.62244	308
290.64337	303
290.66428	302
290.68518	306
290.70609	299
290.72699	308
290.74789	308
290.76883	305
290.78973	306
290.81064	303
290.83154	306
290.85245	304
290.87335	304
290.89426	305
290.91516	303
290.93607	304
290.95697	305
290.97787	308
290.99878	307
291.01968	305
291.04059	305
291.06149	298
291.0824	308
291.1033	307
291.12421	300
291.14511	305
291.16602	300
291.18692	309
291.20782	304
291.22873	301
291.24963	301
291.27054	310
291.29144	307
291.31235	303
291.33325	301
291.35416	311
291.37503	310
291.39594	306
291.41684	311
291.43774	301
291.45865	302
291.47955	308
291.50046	303
291.52133	308
291.54224	301
291.56314	308
291.58405	313
291.60495	315
291.62582	307
291.64673	304
291.66763	305
291.68854	309
291.70941	299
291.73032	312
291.75122	309
291.77213	306
291.793	307
291.8139	305
291.83481	304
291.85568	309
291.87659	305
291.89749	299
291.91837	308
291.93927	310
291.96017	308
291.98105	299
292.00195	307
292.02286	303
292.04373	305
292.06464	301
292.08551	298
292.10641	305
292.12732	301
292.14819	307
292.1691	307
292.18997	308
292.21088	304
292.23175	310
292.25266	306
292.27353	311
292.29443	304
292.31531	310
292.33621	305
292.35709	307
292.37799	307
292.39886	304
292.41977	304
292.44064	299
292.46155	310
292.48242	305
292.5033	310
292.5242	305
292.54507	303
292.56598	303
292.58685	307
292.60773	305
292.62863	300
292.64951	307
292.67038	304
292.69128	308
292.71216	301
292.73303	307
292.75394	304
292.77481	307
292.79568	307
292.81659	302
292.83746	303
292.85834	301
292.87924	309
292.90012	301
292.92099	309
292.94186	301
292.96277	306
292.98364	312
293.00452	307
293.02539	307
293.04626	307
293.06717	304
293.08804	307
293.10892	306
293.12979	303
293.15067	307
293.17154	300
293.19244	298
293.21332	306
293.23419	300
293.25507	308
293.27594	304
293.29681	300
293.31769	302
293.33856	310
293.35944	303
293.38031	305
293.40118	307
293.42206	302
293.44296	308
293.46384	307
293.48471	314
293.50558	312
293.52646	303
293.54733	308
293.56821	305
293.58908	304
293.60992	308
293.6308	304
293.65167	304
293.67255	313
293.69342	306
293.71429	302
293.73517	301
293.75604	301
293.77692	303
293.79779	306
293.81866	306
293.83954	306
293.86038	302
293.88126	309
293.90213	301
293.923	305
293.94388	310
293.96475	303
293.9856	303
294.00647	303
294.02734	307
294.04822	304
294.06909	305
294.08994	307
294.11081	305
294.13168	302
294.15256	306
294.1734	301
294.19427	310
294.21515	301
294.23599	303
294.25687	308
294.27774	306
294.29861	305
294.31946	302
294.34033	306
294.36121	305
294.38205	312
294.40292	303
294.42377	306
294.44464	305
294.46552	304
294.48636	305
294.50723	308
294.52808	306
294.54895	303
294.56982	307
294.59067	310
294.61154	307
294.63239	314
294.65326	302
294.6741	303
294.69498	303
294.71582	303
294.73669	310
294.75754	302
294.77841	295
294.79926	309
294.82013	305
294.84097	305
294.86185	300
294.88269	307
294.90356	301
294.92441	305
294.94525	307
294.96613	308
294.98697	305
295.00784	301
295.02869	308
295.04953	304
295.0704	308
295.09125	305
295.11209	303
295.13297	307
295.15381	308
295.17465	307
295.19553	300
295.21637	305
295.23721	303
295.25809	305
295.27893	302
295.29977	311
295.32062	305
295.34149	307
295.36234	307
295.38318	299
295.40402	302
295.42487	307
295.44574	302
295.46658	305
295.48743	307
295.50827	308
295.52911	308
295.54999	297
295.57083	302
295.59167	307
295.61252	304
295.63336	303
295.65421	297
295.67505	303
295.69589	307
295.71677	302
295.73761	307
295.75845	299
295.7793	300
295.80014	296
295.82098	307
295.84183	302
295.86267	301
295.88351	296
295.90436	300
295.9252	309
295.94604	305
295.96689	304
295.98773	303
296.00858	301
