Date and Time:                Thu Sep 8 16:55:36.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.33896	5399
255.36023	5125
255.38152	5115
255.40279	5156
255.42406	5208
255.44533	5266
255.4666	5218
255.48787	5240
255.50914	5240
255.53041	5214
255.55168	5234
255.57295	5196
255.59422	5193
255.61549	5219
255.63676	5261
255.65805	5253
255.67931	5263
255.70058	5292
255.72185	5286
255.74312	5287
255.76439	5253
255.78566	5302
255.80693	5298
255.8282	5302
255.84947	5297
255.87074	5269
255.89201	5243
255.91328	5224
255.93454	5235
255.95581	5318
255.97708	5346
255.99835	5364
256.01962	5361
256.04089	5324
256.06216	5336
256.08344	5326
256.10468	5384
256.12595	5435
256.14722	5465
256.16849	5478
256.18976	5486
256.21103	5470
256.2323	5489
256.25354	5494
256.27481	5509
256.29608	5539
256.31735	5548
256.33862	5540
256.35986	5534
256.38113	5530
256.4024	5552
256.42368	5552
256.44495	5573
256.46619	5552
256.48746	5598
256.50873	5543
256.53	5552
256.55124	5563
256.57251	5588
256.59378	5608
256.61505	5648
256.63629	5689
256.65756	5673
256.67883	5712
256.7001	5672
256.72134	5670
256.74261	5665
256.76389	5669
256.78513	5690
256.8064	5666
256.82767	5730
256.84891	5686
256.87018	5661
256.89145	5630
256.91269	5650
256.93396	5699
256.95523	5686
256.97647	5672
256.99774	5679
257.01901	5645
257.04025	5673
257.06152	5716
257.08276	5683
257.10403	5713
257.12531	5777
257.14655	5773
257.16782	5782
257.18906	5770
257.21033	5745
257.23157	5727
257.25284	5764
257.27411	5817
257.29535	5820
257.31662	5788
257.33786	5768
257.35913	5780
257.38037	5784
257.40164	5785
257.42288	5893
257.44415	5876
257.46539	5902
257.48666	5862
257.5079	5854
257.52917	5909
257.55042	5891
257.57169	5945
257.59293	5976
257.6142	6002
257.63544	6033
257.65668	5989
257.67795	6034
257.69919	6077
257.72046	6096
257.7417	6067
257.76297	6085
257.78421	6042
257.80545	6045
