Date and Time:                Thu Sep 8 17:00:29.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.33896	5376
255.36023	5116
255.38152	5108
255.40279	5126
255.42406	5185
255.44533	5244
255.4666	5187
255.48787	5215
255.50914	5186
255.53041	5235
255.55168	5212
255.57295	5158
255.59422	5195
255.61549	5211
255.63676	5228
255.65805	5251
255.67931	5230
255.70058	5288
255.72185	5313
255.74312	5278
255.76439	5238
255.78566	5264
255.80693	5293
255.8282	5293
255.84947	5289
255.87074	5264
255.89201	5249
255.91328	5228
255.93454	5240
255.95581	5302
255.97708	5331
255.99835	5346
256.01962	5360
256.04089	5328
256.06216	5305
256.08344	5356
256.10468	5363
256.12595	5415
256.14722	5500
256.16849	5484
256.18976	5491
256.21103	5473
256.2323	5478
256.25354	5480
256.27481	5475
256.29608	5562
256.31735	5503
256.33862	5557
256.35986	5502
256.38113	5490
256.4024	5535
256.42368	5567
256.44495	5572
256.46619	5561
256.48746	5533
256.50873	5560
256.53	5540
256.55124	5570
256.57251	5567
256.59378	5583
256.61505	5640
256.63629	5666
256.65756	5688
256.67883	5657
256.7001	5659
256.72134	5708
256.74261	5688
256.76389	5674
256.78513	5660
256.8064	5671
256.82767	5698
256.84891	5681
256.87018	5624
256.89145	5621
256.91269	5659
256.93396	5640
256.95523	5660
256.97647	5697
256.99774	5663
257.01901	5633
257.04025	5641
257.06152	5688
257.08276	5694
257.10403	5734
257.12531	5757
257.14655	5768
257.16782	5801
257.18906	5772
257.21033	5709
257.23157	5705
257.25284	5735
257.27411	5749
257.29535	5805
257.31662	5795
257.33786	5762
257.35913	5799
257.38037	5779
257.40164	5763
257.42288	5798
257.44415	5847
257.46539	5862
257.48666	5864
257.5079	5882
257.52917	5870
257.55042	5932
257.57169	5933
257.59293	5957
257.6142	5985
257.63544	5993
257.65668	5943
257.67795	6018
257.69919	6085
257.72046	6076
257.7417	6077
257.76297	6027
257.78421	6092
257.80545	6039
