Date and Time:                Thu Sep 8 17:15:02.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.33896	5340
255.36023	5064
255.38152	5085
255.40279	5095
255.42406	5175
255.44533	5193
255.4666	5198
255.48787	5156
255.50914	5168
255.53041	5175
255.55168	5161
255.57295	5163
255.59422	5192
255.61549	5211
255.63676	5205
255.65805	5246
255.67931	5260
255.70058	5212
255.72185	5268
255.74312	5228
255.76439	5220
255.78566	5238
255.80693	5285
255.8282	5217
255.84947	5260
255.87074	5236
255.89201	5241
255.91328	5200
255.93454	5238
255.95581	5251
255.97708	5324
255.99835	5291
256.01962	5344
256.04089	5321
256.06216	5266
256.08344	5308
256.10468	5350
256.12595	5368
256.14722	5432
256.16849	5480
256.18976	5442
256.21103	5438
256.2323	5450
256.25354	5483
256.27481	5475
256.29608	5510
256.31735	5492
256.33862	5528
256.35986	5494
256.38113	5489
256.4024	5496
256.42368	5541
256.44495	5519
256.46619	5515
256.48746	5507
256.50873	5546
256.53	5515
256.55124	5546
256.57251	5546
256.59378	5575
256.61505	5592
256.63629	5623
256.65756	5634
256.67883	5624
256.7001	5620
256.72134	5680
256.74261	5664
256.76389	5650
256.78513	5636
256.8064	5644
256.82767	5708
256.84891	5665
256.87018	5607
256.89145	5620
256.91269	5657
256.93396	5621
256.95523	5666
256.97647	5637
256.99774	5667
257.01901	5622
257.04025	5634
257.06152	5619
257.08276	5683
257.10403	5697
257.12531	5732
257.14655	5728
257.16782	5754
257.18906	5737
257.21033	5711
257.23157	5708
257.25284	5734
257.27411	5746
257.29535	5755
257.31662	5779
257.33786	5764
257.35913	5707
257.38037	5744
257.40164	5712
257.42288	5797
257.44415	5824
257.46539	5848
257.48666	5840
257.5079	5854
257.52917	5839
257.55042	5876
257.57169	5862
257.59293	5948
257.6142	6002
257.63544	5954
257.65668	6003
257.67795	5996
257.69919	6054
257.72046	6047
257.7417	6051
257.76297	6051
257.78421	6044
257.80545	5987
