Date and Time:                Thu Sep 8 17:00:17.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.33896	5344
255.36023	5076
255.38152	5088
255.40279	5097
255.42406	5152
255.44533	5170
255.4666	5187
255.48787	5172
255.50914	5165
255.53041	5175
255.55168	5215
255.57295	5178
255.59422	5150
255.61549	5162
255.63676	5220
255.65805	5232
255.67931	5204
255.70058	5274
255.72185	5282
255.74312	5223
255.76439	5231
255.78566	5208
255.80693	5240
255.8282	5289
255.84947	5238
255.87074	5229
255.89201	5243
255.91328	5194
255.93454	5219
255.95581	5303
255.97708	5315
255.99835	5319
256.01962	5338
256.04089	5290
256.06216	5279
256.08344	5315
256.10468	5355
256.12595	5380
256.14722	5434
256.16849	5424
256.18976	5442
256.21103	5471
256.2323	5454
256.25354	5490
256.27481	5509
256.29608	5529
256.31735	5506
256.33862	5488
256.35986	5492
256.38113	5516
256.4024	5525
256.42368	5546
256.44495	5494
256.46619	5519
256.48746	5532
256.50873	5548
256.53	5520
256.55124	5541
256.57251	5551
256.59378	5603
256.61505	5642
256.63629	5648
256.65756	5665
256.67883	5628
256.7001	5644
256.72134	5635
256.74261	5672
256.76389	5654
256.78513	5625
256.8064	5648
256.82767	5685
256.84891	5669
256.87018	5608
256.89145	5619
256.91269	5616
256.93396	5634
256.95523	5682
256.97647	5615
256.99774	5638
257.01901	5612
257.04025	5621
257.06152	5657
257.08276	5704
257.10403	5699
257.12531	5742
257.14655	5736
257.16782	5769
257.18906	5707
257.21033	5690
257.23157	5729
257.25284	5698
257.27411	5739
257.29535	5798
257.31662	5739
257.33786	5752
257.35913	5733
257.38037	5733
257.40164	5768
257.42288	5814
257.44415	5795
257.46539	5847
257.48666	5834
257.5079	5843
257.52917	5827
257.55042	5859
257.57169	5907
257.59293	5982
257.6142	5952
257.63544	5989
257.65668	5938
257.67795	6001
257.69919	6038
257.72046	6026
257.7417	6037
257.76297	6014
257.78421	6043
257.80545	6023
