Date and Time:                Mon Jan 30 17:58:56.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



240.76587	532
240.7872	517
240.80855	491
240.8299	488
240.85123	513
240.87257	510
240.89392	497
240.91525	498
240.9366	482
240.95793	496
240.97928	494
241.00063	511
241.02196	508
241.0433	505
241.06464	495
241.08598	488
241.10732	500
241.12866	491
241.14999	517
241.17134	499
241.19267	492
241.21402	489
241.23535	500
241.25668	483
241.27803	487
241.29936	497
241.32071	491
241.34204	491
241.36337	463
241.38472	488
241.40605	463
241.42738	491
241.44873	509
241.47006	490
241.49139	487
241.51274	495
241.53407	501
241.5554	489
241.57674	496
241.59808	507
241.61942	471
241.64075	487
241.66208	486
241.68341	472
241.70476	490
241.72609	487
241.74742	482
241.76875	472
241.79008	503
241.81142	476
241.83275	483
241.8541	483
241.87543	477
241.89676	485
241.91809	486
241.93942	497
241.96075	483
241.98209	520
242.00342	475
242.02475	466
242.04608	489
242.06741	474
242.08875	508
242.11008	464
242.13141	474
242.15274	471
242.17407	482
242.1954	474
242.21674	494
242.23805	476
242.25938	468
242.28072	475
242.30205	506
242.32338	469
242.34471	483
242.36604	497
242.38736	476
242.40869	468
242.43002	465
242.45135	475
242.47269	472
242.494	484
242.51534	462
242.53667	470
242.55798	464
242.57932	470
242.60065	475
242.62198	473
242.6433	456
242.66463	472
242.68596	470
242.70728	467
242.72861	466
242.74992	463
242.77126	451
242.79259	452
242.8139	479
242.83524	461
242.85655	459
242.87788	452
242.8992	461
242.92053	462
242.94185	460
242.96318	470
242.9845	443
243.00583	451
243.02715	453
243.04848	458
243.06979	484
243.09113	495
243.11244	444
243.13377	454
243.15509	457
243.17641	453
243.19774	458
243.21906	457
243.24037	443
243.2617	473
243.28302	456
243.30434	459
243.32567	445
243.34698	448
243.3683	450
243.38962	449
243.41095	446
243.43227	480
243.45358	455
243.4749	442
243.49623	447
243.51755	470
243.53886	453
243.56018	449
243.5815	436
