Date and Time:                Mon Jan 30 17:58:43.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



240.76587	300
240.7872	305
240.80855	300
240.8299	306
240.85123	298
240.87257	298
240.89392	301
240.91525	299
240.9366	304
240.95793	298
240.97928	297
241.00063	297
241.02196	296
241.0433	305
241.06464	305
241.08598	304
241.10732	304
241.12866	307
241.14999	296
241.17134	303
241.19267	299
241.21402	300
241.23535	299
241.25668	302
241.27803	305
241.29936	305
241.32071	306
241.34204	305
241.36337	302
241.38472	296
241.40605	302
241.42738	305
241.44873	303
241.47006	307
241.49139	300
241.51274	310
241.53407	299
241.5554	303
241.57674	298
241.59808	303
241.61942	309
241.64075	303
241.66208	302
241.68341	304
241.70476	307
241.72609	297
241.74742	305
241.76875	298
241.79008	310
241.81142	306
241.83275	301
241.8541	308
241.87543	304
241.89676	299
241.91809	300
241.93942	296
241.96075	298
241.98209	296
242.00342	302
242.02475	307
242.04608	304
242.06741	301
242.08875	303
242.11008	302
242.13141	302
242.15274	302
242.17407	301
242.1954	304
242.21674	300
242.23805	295
242.25938	301
242.28072	307
242.30205	297
242.32338	304
242.34471	303
242.36604	295
242.38736	305
242.40869	306
242.43002	301
242.45135	301
242.47269	301
242.494	302
242.51534	297
242.53667	302
242.55798	302
242.57932	298
242.60065	303
242.62198	292
242.6433	305
242.66463	304
242.68596	306
242.70728	299
242.72861	305
242.74992	304
242.77126	300
242.79259	310
242.8139	301
242.83524	300
242.85655	305
242.87788	301
242.8992	308
242.92053	300
242.94185	301
242.96318	302
242.9845	300
243.00583	295
243.02715	303
243.04848	306
243.06979	301
243.09113	305
243.11244	301
243.13377	301
243.15509	295
243.17641	301
243.19774	303
243.21906	299
243.24037	303
243.2617	305
243.28302	304
243.30434	303
243.32567	303
243.34698	300
243.3683	304
243.38962	304
243.41095	300
243.43227	299
243.45358	311
243.4749	303
243.49623	309
243.51755	300
243.53886	302
243.56018	302
243.5815	306
