Date and Time:                Mon Jan 30 17:51:54.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



240.76587	5280
240.7872	5041
240.80855	5044
240.8299	5022
240.85123	5033
240.87257	5102
240.89392	5103
240.91525	5076
240.9366	5048
240.95793	5074
240.97928	5055
241.00063	5002
241.02196	4990
241.0433	5036
241.06464	5025
241.08598	5081
241.10732	5041
241.12866	5057
241.14999	5097
241.17134	5139
241.19267	5081
241.21402	5097
241.23535	5109
241.25668	5105
241.27803	5140
241.29936	5079
241.32071	5118
241.34204	5156
241.36337	5110
241.38472	5174
241.40605	5169
241.42738	5198
241.44873	5195
241.47006	5190
241.49139	5208
241.51274	5210
241.53407	5227
241.5554	5246
241.57674	5265
241.59808	5244
241.61942	5263
241.64075	5259
241.66208	5229
241.68341	5228
241.70476	5206
241.72609	5329
241.74742	5280
241.76875	5321
241.79008	5321
241.81142	5307
241.83275	5282
241.8541	5289
241.87543	5327
241.89676	5357
241.91809	5365
241.93942	5357
241.96075	5356
241.98209	5398
242.00342	5406
242.02475	5415
242.04608	5450
242.06741	5427
242.08875	5427
242.11008	5409
242.13141	5443
242.15274	5407
242.17407	5431
242.1954	5436
242.21674	5370
242.23805	5336
242.25938	5342
242.28072	5362
242.30205	5361
242.32338	5390
242.34471	5385
242.36604	5371
242.38736	5374
242.40869	5358
242.43002	5387
242.45135	5386
242.47269	5399
242.494	5439
242.51534	5437
242.53667	5468
242.55798	5492
242.57932	5507
242.60065	5518
242.62198	5521
242.6433	5476
242.66463	5460
242.68596	5492
242.70728	5522
242.72861	5517
242.74992	5494
242.77126	5482
242.79259	5483
242.8139	5530
242.83524	5508
242.85655	5553
242.87788	5561
242.8992	5578
242.92053	5546
242.94185	5584
242.96318	5551
242.9845	5574
243.00583	5636
243.02715	5650
243.04848	5659
243.06979	5676
243.09113	5630
243.11244	5668
243.13377	5667
243.15509	5604
243.17641	5659
243.19774	5705
243.21906	5687
