Date and Time:                Mon Jan 30 17:52:01.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



240.76587	5262
240.7872	5029
240.80855	5011
240.8299	5017
240.85123	5030
240.87257	5052
240.89392	5093
240.91525	5077
240.9366	5073
240.95793	5059
240.97928	5048
241.00063	5005
241.02196	4986
241.0433	5004
241.06464	5042
241.08598	5081
241.10732	5023
241.12866	5079
241.14999	5089
241.17134	5084
241.19267	5103
241.21402	5083
241.23535	5102
241.25668	5101
241.27803	5126
241.29936	5110
241.32071	5143
241.34204	5169
241.36337	5142
241.38472	5139
241.40605	5183
241.42738	5197
241.44873	5206
241.47006	5199
241.49139	5201
241.51274	5237
241.53407	5213
241.5554	5230
241.57674	5263
241.59808	5240
241.61942	5254
241.64075	5253
241.66208	5209
241.68341	5243
241.70476	5246
241.72609	5266
241.74742	5300
241.76875	5289
241.79008	5285
241.81142	5280
241.83275	5317
241.8541	5299
241.87543	5331
241.89676	5339
241.91809	5344
241.93942	5369
241.96075	5374
241.98209	5378
242.00342	5381
242.02475	5453
242.04608	5386
242.06741	5450
242.08875	5449
242.11008	5430
242.13141	5438
242.15274	5409
242.17407	5406
242.1954	5408
242.21674	5405
242.23805	5370
242.25938	5354
242.28072	5364
242.30205	5374
242.32338	5356
242.34471	5389
242.36604	5383
242.38736	5409
242.40869	5354
242.43002	5352
242.45135	5409
242.47269	5414
242.494	5417
242.51534	5458
242.53667	5464
242.55798	5502
242.57932	5524
242.60065	5539
242.62198	5481
242.6433	5445
242.66463	5487
242.68596	5480
242.70728	5515
242.72861	5517
242.74992	5499
242.77126	5475
242.79259	5481
242.8139	5536
242.83524	5492
242.85655	5550
242.87788	5573
242.8992	5588
242.92053	5524
242.94185	5547
242.96318	5570
242.9845	5533
243.00583	5637
243.02715	5645
243.04848	5684
243.06979	5671
243.09113	5657
243.11244	5655
243.13377	5627
243.15509	5627
243.17641	5672
243.19774	5706
243.21906	5682
