Date and Time:                Mon Jan 30 17:58:11.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



240.76587	5260
240.7872	5035
240.80855	5019
240.8299	5020
240.85123	5056
240.87257	5140
240.89392	5102
240.91525	5075
240.9366	5071
240.95793	5083
240.97928	5080
241.00063	5004
241.02196	5010
241.0433	5039
241.06464	5044
241.08598	5039
241.10732	5102
241.12866	5065
241.14999	5101
241.17134	5105
241.19267	5096
241.21402	5098
241.23535	5128
241.25668	5116
241.27803	5143
241.29936	5102
241.32071	5114
241.34204	5140
241.36337	5165
241.38472	5171
241.40605	5176
241.42738	5191
241.44873	5204
241.47006	5216
241.49139	5198
241.51274	5217
241.53407	5218
241.5554	5290
241.57674	5257
241.59808	5290
241.61942	5268
241.64075	5276
241.66208	5205
241.68341	5226
241.70476	5254
241.72609	5269
241.74742	5309
241.76875	5321
241.79008	5305
241.81142	5302
241.83275	5319
241.8541	5285
241.87543	5340
241.89676	5388
241.91809	5388
241.93942	5357
241.96075	5363
241.98209	5389
242.00342	5426
242.02475	5434
242.04608	5413
242.06741	5417
242.08875	5424
242.11008	5425
242.13141	5449
242.15274	5443
242.17407	5454
242.1954	5431
242.21674	5401
242.23805	5380
242.25938	5374
242.28072	5403
242.30205	5359
242.32338	5387
242.34471	5387
242.36604	5412
242.38736	5394
242.40869	5344
242.43002	5379
242.45135	5396
242.47269	5406
242.494	5390
242.51534	5444
242.53667	5445
242.55798	5487
242.57932	5507
242.60065	5521
242.62198	5538
242.6433	5496
242.66463	5523
242.68596	5537
242.70728	5513
242.72861	5520
242.74992	5511
242.77126	5497
242.79259	5562
242.8139	5501
242.83524	5542
242.85655	5566
242.87788	5602
242.8992	5562
242.92053	5552
242.94185	5539
242.96318	5585
242.9845	5617
243.00583	5630
243.02715	5660
243.04848	5657
243.06979	5695
243.09113	5670
243.11244	5665
243.13377	5661
243.15509	5645
243.17641	5664
243.19774	5692
243.21906	5730
