Date and Time:                Fri Sep 9 16:44:30.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.27
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              347
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



325.71838	17774
325.73929	16960
325.76022	17068
325.78113	17127
325.80203	17363
325.82297	17451
325.84387	17444
325.86478	17451
325.88571	17454
325.90662	17400
325.92752	17445
325.94846	17336
325.96936	17394
325.99026	17497
326.01117	17621
326.0321	17657
326.05301	17601
326.07391	17618
326.09482	17684
326.11575	17534
326.13666	17499
326.15756	17554
326.17847	17577
326.19937	17559
326.22031	17452
326.24121	17312
326.26212	17209
326.28302	17110
326.30392	17186
326.32486	17287
326.34576	17410
326.36667	17398
326.38757	17416
326.40848	17251
326.42938	17082
326.45029	17102
326.47122	17152
326.49213	17208
326.51303	17341
326.53394	17295
326.55484	17243
326.57574	17130
326.59665	17093
326.61755	17055
326.63846	17024
326.65936	17059
326.68027	16990
326.70117	16855
326.72208	16684
326.74301	16632
326.76392	16618
326.78482	16599
326.80573	16450
326.82663	16421
326.84753	16344
326.86844	16286
326.88934	16162
326.91025	16104
326.93112	16165
326.95203	16174
326.97293	16240
326.99384	16272
327.01474	16252
327.03564	16077
327.05655	16041
327.07745	16038
327.09836	16025
327.11926	15892
327.14017	15853
327.16107	15806
327.18198	15832
327.20285	15698
327.22375	15637
327.24466	15555
327.26556	15571
327.28647	15571
327.30737	15525
327.32828	15545
327.34915	15487
327.37006	15454
327.39096	15499
327.41187	15542
327.43277	15600
327.45367	15756
327.47455	15860
327.49545	15889
327.51636	15886
327.53726	15806
327.55814	15703
327.57904	15753
327.59995	15856
327.62085	15958
327.64172	16129
327.66263	16103
327.68353	16055
327.70444	16040
327.72531	16124
327.74622	16288
327.76712	16363
327.78799	16576
327.8089	16612
327.8298	16627
327.85068	16711
327.87158	16770
327.89249	16966
327.91336	17047
327.93427	17267
327.95517	17421
327.97604	17488
327.99695	17479
328.01785	17710
328.03873	17789
328.05963	17914
328.08051	18019
328.10141	18019
328.12231	18040
