Date and Time:                Fri Sep 9 16:46:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.06
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              347
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



325.71838	302
325.73929	307
325.76022	300
325.78113	299
325.80203	296
325.82297	303
325.84387	304
325.86478	299
325.88571	303
325.90662	306
325.92752	302
325.94846	299
325.96936	296
325.99026	308
326.01117	305
326.0321	300
326.05301	298
326.07391	299
326.09482	296
326.11575	296
326.13666	298
326.15756	309
326.17847	303
326.19937	306
326.22031	299
326.24121	303
326.26212	296
326.28302	303
326.30392	303
326.32486	304
326.34576	305
326.36667	306
326.38757	303
326.40848	304
326.42938	299
326.45029	300
326.47122	302
326.49213	301
326.51303	298
326.53394	300
326.55484	303
326.57574	303
326.59665	302
326.61755	298
326.63846	303
326.65936	305
326.68027	297
326.70117	296
326.72208	299
326.74301	299
326.76392	303
326.78482	302
326.80573	299
326.82663	304
326.84753	297
326.86844	299
326.88934	303
326.91025	303
326.93112	296
326.95203	300
326.97293	304
326.99384	304
327.01474	297
327.03564	311
327.05655	296
327.07745	302
327.09836	300
327.11926	308
327.14017	306
327.16107	304
327.18198	299
327.20285	300
327.22375	300
327.24466	298
327.26556	299
327.28647	303
327.30737	305
327.32828	297
327.34915	308
327.37006	299
327.39096	305
327.41187	298
327.43277	305
327.45367	300
327.47455	298
327.49545	295
327.51636	304
327.53726	300
327.55814	302
327.57904	300
327.59995	299
327.62085	302
327.64172	304
327.66263	303
327.68353	301
327.70444	301
327.72531	299
327.74622	299
327.76712	304
327.78799	303
327.8089	295
327.8298	304
327.85068	302
327.87158	299
327.89249	302
327.91336	297
327.93427	305
327.95517	303
327.97604	296
327.99695	306
328.01785	304
328.03873	301
328.05963	298
328.08051	297
328.10141	304
328.12231	298
328.14319	298
328.16409	304
328.18497	296
328.20587	296
328.22675	299
328.24765	308
328.26852	302
328.28943	303
328.31033	298
328.33121	300
328.35211	305
328.37299	306
328.39389	309
328.41476	299
328.43564	303
328.45654	299
328.47742	307
