Date and Time:                Fri Sep 9 16:43:43.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.27
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              347
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



325.71838	18020
325.73929	17086
325.76022	17009
325.78113	17088
325.80203	17189
325.82297	17339
325.84387	17199
325.86478	17098
325.88571	17060
325.90662	17072
325.92752	16825
325.94846	16680
325.96936	16655
325.99026	16739
326.01117	16754
326.0321	16661
326.05301	16616
326.07391	16625
326.09482	16494
326.11575	16336
326.13666	16289
326.15756	16250
326.17847	16239
326.19937	16037
326.22031	15958
326.24121	15781
326.26212	15685
326.28302	15597
326.30392	15533
326.32486	15594
326.34576	15708
326.36667	15650
326.38757	15650
326.40848	15554
326.42938	15333
326.45029	15310
326.47122	15372
326.49213	15459
326.51303	15519
326.53394	15516
326.55484	15502
326.57574	15390
326.59665	15412
326.61755	15402
326.63846	15328
326.65936	15378
326.68027	15416
326.70117	15349
326.72208	15248
326.74301	15219
326.76392	15256
326.78482	15334
326.80573	15260
326.82663	15215
326.84753	15221
326.86844	15253
326.88934	15161
326.91025	15208
326.93112	15251
326.95203	15392
326.97293	15485
326.99384	15645
327.01474	15613
327.03564	15594
327.05655	15640
327.07745	15665
327.09836	15770
327.11926	15711
327.14017	15726
327.16107	15811
327.18198	15912
327.20285	15827
327.22375	15779
327.24466	15753
327.26556	15897
327.28647	15939
327.30737	15936
327.32828	16072
327.34915	16089
327.37006	16154
327.39096	16253
327.41187	16323
327.43277	16443
327.45367	16625
327.47455	16785
327.49545	16905
327.51636	16964
327.53726	16940
327.55814	16884
327.57904	16946
327.59995	17131
327.62085	17217
327.64172	17333
327.66263	17422
327.68353	17424
327.70444	17414
327.72531	17434
327.74622	17621
327.76712	17745
327.78799	17831
327.8089	17993
327.8298	18008
327.85068	18020
327.87158	18151
327.89249	18220
327.91336	18286
327.93427	18509
327.95517	18642
327.97604	18667
327.99695	18661
328.01785	18805
328.03873	18898
328.05963	18931
328.08051	18990
328.10141	18905
328.12231	18851
