Date and Time:                Fri Sep 9 16:41:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.27
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              347
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



325.71838	17758
325.73929	16803
325.76022	16825
325.78113	16967
325.80203	17197
325.82297	17345
325.84387	17142
325.86478	17140
325.88571	17143
325.90662	17067
325.92752	17016
325.94846	16931
325.96936	16920
325.99026	16997
326.01117	17114
326.0321	17023
326.05301	17049
326.07391	17089
326.09482	16986
326.11575	16864
326.13666	16733
326.15756	16817
326.17847	16754
326.19937	16682
326.22031	16551
326.24121	16467
326.26212	16304
326.28302	16217
326.30392	16110
326.32486	16227
326.34576	16444
326.36667	16369
326.38757	16301
326.40848	16080
326.42938	15990
326.45029	15968
326.47122	15992
326.49213	16051
326.51303	16208
326.53394	16137
326.55484	15991
326.57574	15862
326.59665	15934
326.61755	15904
326.63846	15763
326.65936	15809
326.68027	15732
326.70117	15678
326.72208	15591
326.74301	15445
326.76392	15412
326.78482	15458
326.80573	15392
326.82663	15345
326.84753	15262
326.86844	15222
326.88934	15181
326.91025	15161
326.93112	15139
326.95203	15187
326.97293	15315
326.99384	15383
327.01474	15297
327.03564	15245
327.05655	15322
327.07745	15278
327.09836	15290
327.11926	15144
327.14017	15149
327.16107	15207
327.18198	15214
327.20285	15193
327.22375	14966
327.24466	15030
327.26556	15084
327.28647	15142
327.30737	15096
327.32828	15147
327.34915	15205
327.37006	15180
327.39096	15189
327.41187	15249
327.43277	15391
327.45367	15520
327.47455	15653
327.49545	15733
327.51636	15764
327.53726	15763
327.55814	15712
327.57904	15728
327.59995	15909
327.62085	15970
327.64172	16123
327.66263	16142
327.68353	16132
327.70444	16178
327.72531	16329
327.74622	16441
327.76712	16569
327.78799	16709
327.8089	16827
327.8298	16830
327.85068	16895
327.87158	16972
327.89249	17103
327.91336	17314
327.93427	17469
327.95517	17583
327.97604	17654
327.99695	17720
328.01785	17950
328.03873	17983
328.05963	18104
328.08051	18198
328.10141	18180
328.12231	18140
