Date and Time:                Thu Feb 2 16:25:35.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	300
376.03741	301
376.05804	305
376.07867	303
376.0993	297
376.11993	306
376.14059	302
376.16122	306
376.18185	310
376.20248	302
376.22311	304
376.24374	303
376.26437	297
376.285	299
376.30563	303
376.32626	301
376.34689	296
376.36752	296
376.38815	297
376.40878	300
376.42941	299
376.45004	299
376.47064	300
376.49127	305
376.5119	299
376.53253	300
376.55316	309
376.57379	305
376.59442	302
376.61505	307
376.63568	296
376.65631	300
376.67694	299
376.69754	304
376.71817	303
376.7388	299
376.75943	297
376.78006	298
376.80069	305
376.82129	297
376.84192	297
376.86255	307
376.88318	302
376.90381	306
376.92441	297
376.94504	300
376.96567	301
376.9863	303
377.0069	305
377.02753	302
377.04816	299
377.06879	303
377.08939	297
377.11002	308
377.13065	300
377.15128	300
377.17188	306
377.1925	305
377.21313	303
377.23373	305
377.25436	298
377.27499	298
377.29559	299
377.31622	305
377.33685	298
377.35745	301
377.37808	301
377.39868	302
377.41931	304
377.43994	300
377.46054	304
377.48117	299
377.50177	303
377.5224	298
377.543	301
377.56363	301
377.58426	298
377.60486	301
377.62549	301
377.64609	302
377.66672	299
377.68732	295
377.70795	306
377.72855	309
377.74918	303
377.76978	301
377.79041	299
377.811	302
377.83163	300
377.85223	299
377.87283	302
377.89346	300
377.91406	301
377.93469	305
377.95529	301
377.97592	301
377.99652	301
378.01712	299
378.03775	302
378.05835	305
378.07895	301
378.09958	304
378.12018	303
378.14081	301
378.16141	303
378.18201	301
378.20264	305
378.22324	296
378.24384	303
378.26443	301
378.28506	309
378.30566	300
378.32626	299
378.34689	302
378.36749	302
378.38809	297
378.40869	303
378.42932	304
378.44992	300
378.47052	297
378.49112	304
378.51175	298
378.53235	301
378.55295	301
378.57355	302
378.59415	303
378.61475	301
378.63538	302
378.65598	303
378.67657	295
378.69717	295
378.71777	304
378.73837	301
378.759	306
