Date and Time:                Thu Feb 2 16:24:53.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	29665
376.03741	28299
376.05804	28230
376.07867	28135
376.0993	28398
376.11993	28512
376.14059	28589
376.16122	28292
376.18185	28231
376.20248	28108
376.22311	28006
376.24374	27849
376.26437	27682
376.285	27874
376.30563	27854
376.32626	28010
376.34689	27913
376.36752	27904
376.38815	27982
376.40878	27868
376.42941	27890
376.45004	27882
376.47064	27993
376.49127	27883
376.5119	27741
376.53253	27721
376.55316	27602
376.57379	27649
376.59442	27640
376.61505	27738
376.63568	27895
376.65631	27961
376.67694	27959
376.69754	27906
376.71817	27829
376.7388	27833
376.75943	27989
376.78006	28094
376.80069	28153
376.82129	28182
376.84192	28137
376.86255	28117
376.88318	28004
376.90381	28085
376.92441	28021
376.94504	28201
376.96567	28308
376.9863	28254
377.0069	28144
377.02753	28008
377.04816	28037
377.06879	27912
377.08939	28004
377.11002	28084
377.13065	28125
377.15128	28040
377.17188	27921
377.1925	27914
377.21313	28023
377.23373	28236
377.25436	28263
377.27499	28209
377.29559	28174
377.31622	28094
377.33685	28116
377.35745	28052
377.37808	27988
377.39868	27912
377.41931	27775
377.43994	27723
377.46054	27734
377.48117	27783
377.50177	27543
377.5224	27614
377.543	27537
377.56363	27471
377.58426	27471
377.60486	27479
377.62549	27385
377.64609	27248
377.66672	27342
377.68732	27367
377.70795	27611
377.72855	27899
377.74918	27966
377.76978	28076
377.79041	27897
377.811	27841
377.83163	27483
377.85223	27456
377.87283	27542
377.89346	27580
377.91406	27668
377.93469	27488
377.95529	27436
377.97592	27332
377.99652	27316
378.01712	27276
378.03775	27421
378.05835	27586
378.07895	27501
378.09958	27459
378.12018	27443
378.14081	27601
378.16141	27816
378.18201	27879
378.20264	28066
378.22324	28030
378.24384	28108
378.26443	27962
378.28506	28065
378.30566	28106
378.32626	28018
378.34689	28205
378.36749	28059
378.38809	28151
378.40869	27952
