Date and Time:                Thu Feb 2 16:22:15.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	316
376.03741	308
376.05804	309
376.07867	306
376.0993	308
376.11993	305
376.14059	307
376.16122	306
376.18185	306
376.20248	309
376.22311	304
376.24374	309
376.26437	306
376.285	305
376.30563	305
376.32626	312
376.34689	306
376.36752	303
376.38815	306
376.40878	309
376.42941	301
376.45004	309
376.47064	301
376.49127	306
376.5119	307
376.53253	305
376.55316	303
376.57379	304
376.59442	305
376.61505	306
376.63568	306
376.65631	306
376.67694	305
376.69754	310
376.71817	307
376.7388	304
376.75943	306
376.78006	304
376.80069	309
376.82129	306
376.84192	306
376.86255	302
376.88318	299
376.90381	312
376.92441	306
376.94504	303
376.96567	302
376.9863	304
377.0069	302
377.02753	304
377.04816	310
377.06879	303
377.08939	310
377.11002	303
377.13065	301
377.15128	308
377.17188	305
377.1925	306
377.21313	304
377.23373	306
377.25436	305
377.27499	311
377.29559	306
377.31622	310
377.33685	308
377.35745	308
377.37808	303
377.39868	309
377.41931	306
377.43994	310
377.46054	306
377.48117	309
377.50177	306
377.5224	305
377.543	310
377.56363	307
377.58426	310
377.60486	311
377.62549	307
377.64609	302
377.66672	303
377.68732	302
377.70795	312
377.72855	300
377.74918	306
377.76978	308
377.79041	304
377.811	307
377.83163	306
377.85223	312
377.87283	301
377.89346	299
377.91406	305
377.93469	307
377.95529	304
377.97592	302
377.99652	302
378.01712	305
378.03775	303
378.05835	305
378.07895	304
378.09958	306
378.12018	299
378.14081	308
378.16141	310
378.18201	307
378.20264	301
378.22324	299
378.24384	306
378.26443	313
378.28506	300
378.30566	299
378.32626	310
378.34689	297
378.36749	307
378.38809	302
378.40869	310
378.42932	307
378.44992	306
378.47052	312
378.49112	306
378.51175	302
378.53235	311
378.55295	301
378.57355	308
378.59415	313
378.61475	304
378.63538	300
378.65598	306
378.67657	307
378.69717	308
378.71777	304
378.73837	304
378.759	304
