Date and Time:                Thu Feb 2 16:20:25.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	29645
376.03741	28232
376.05804	28303
376.07867	28160
376.0993	28348
376.11993	28584
376.14059	28535
376.16122	28359
376.18185	28229
376.20248	28145
376.22311	28013
376.24374	27826
376.26437	27699
376.285	27784
376.30563	28005
376.32626	27890
376.34689	27910
376.36752	27934
376.38815	27917
376.40878	27928
376.42941	27818
376.45004	27952
376.47064	27909
376.49127	27883
376.5119	27733
376.53253	27722
376.55316	27578
376.57379	27586
376.59442	27601
376.61505	27658
376.63568	27830
376.65631	27910
376.67694	27990
376.69754	27852
376.71817	27741
376.7388	27862
376.75943	28015
376.78006	28055
376.80069	28116
376.82129	28150
376.84192	28064
376.86255	28157
376.88318	28013
376.90381	28081
376.92441	27947
376.94504	28147
376.96567	28250
376.9863	28137
377.0069	28098
377.02753	28010
377.04816	27891
377.06879	27882
377.08939	27968
377.11002	28111
377.13065	28179
377.15128	28051
377.17188	27879
377.1925	27950
377.21313	28072
377.23373	28238
377.25436	28311
377.27499	28185
377.29559	28275
377.31622	28164
377.33685	28115
377.35745	27996
377.37808	27940
377.39868	27903
377.41931	27795
377.43994	27700
377.46054	27727
377.48117	27756
377.50177	27622
377.5224	27563
377.543	27517
377.56363	27423
377.58426	27504
377.60486	27446
377.62549	27400
377.64609	27317
377.66672	27341
377.68732	27350
377.70795	27608
377.72855	27807
377.74918	27911
377.76978	28105
377.79041	27948
377.811	27793
377.83163	27420
377.85223	27439
377.87283	27550
377.89346	27661
377.91406	27652
377.93469	27548
377.95529	27506
377.97592	27426
377.99652	27405
378.01712	27278
378.03775	27430
378.05835	27523
378.07895	27439
378.09958	27439
378.12018	27526
378.14081	27586
378.16141	27783
378.18201	27928
378.20264	28095
378.22324	28115
378.24384	28040
378.26443	27895
378.28506	28129
378.30566	27988
378.32626	28033
378.34689	28114
378.36749	28061
378.38809	28143
378.40869	27876
