Date and Time:                Thu Feb 2 16:24:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	29549
376.03741	28169
376.05804	28173
376.07867	28151
376.0993	28331
376.11993	28507
376.14059	28435
376.16122	28255
376.18185	28088
376.20248	28100
376.22311	27958
376.24374	27733
376.26437	27609
376.285	27719
376.30563	27875
376.32626	27867
376.34689	27875
376.36752	27862
376.38815	27863
376.40878	27790
376.42941	27756
376.45004	27879
376.47064	27885
376.49127	27846
376.5119	27746
376.53253	27626
376.55316	27437
376.57379	27489
376.59442	27457
376.61505	27630
376.63568	27793
376.65631	27911
376.67694	27924
376.69754	27758
376.71817	27703
376.7388	27671
376.75943	27928
376.78006	28029
376.80069	28105
376.82129	28052
376.84192	28001
376.86255	28025
376.88318	27991
376.90381	28057
376.92441	27956
376.94504	28005
376.96567	28157
376.9863	28227
377.0069	28050
377.02753	27833
377.04816	27832
377.06879	27801
377.08939	27869
377.11002	28010
377.13065	28015
377.15128	27925
377.17188	27856
377.1925	27921
377.21313	27983
377.23373	28201
377.25436	28190
377.27499	28171
377.29559	28185
377.31622	28065
377.33685	28042
377.35745	27972
377.37808	27892
377.39868	27818
377.41931	27682
377.43994	27695
377.46054	27634
377.48117	27682
377.50177	27436
377.5224	27467
377.543	27453
377.56363	27389
377.58426	27389
377.60486	27271
377.62549	27391
377.64609	27208
377.66672	27249
377.68732	27333
377.70795	27538
377.72855	27823
377.74918	27890
377.76978	27948
377.79041	27784
377.811	27693
377.83163	27465
377.85223	27375
377.87283	27509
377.89346	27495
377.91406	27577
377.93469	27360
377.95529	27456
377.97592	27340
377.99652	27299
378.01712	27162
378.03775	27388
378.05835	27527
378.07895	27346
378.09958	27348
378.12018	27346
378.14081	27484
378.16141	27739
378.18201	27875
378.20264	27934
378.22324	28083
378.24384	27970
378.26443	27842
378.28506	27961
378.30566	28028
378.32626	27936
378.34689	28085
378.36749	28024
378.38809	28059
378.40869	27840
