Date and Time:                Thu Feb 2 16:22:58.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



376.01678	309
376.03741	309
376.05804	310
376.07867	315
376.0993	304
376.11993	299
376.14059	304
376.16122	302
376.18185	306
376.20248	304
376.22311	305
376.24374	303
376.26437	306
376.285	303
376.30563	306
376.32626	307
376.34689	303
376.36752	305
376.38815	308
376.40878	307
376.42941	311
376.45004	311
376.47064	311
376.49127	315
376.5119	306
376.53253	304
376.55316	302
376.57379	308
376.59442	306
376.61505	307
376.63568	299
376.65631	306
376.67694	310
376.69754	304
376.71817	305
376.7388	305
376.75943	299
376.78006	309
376.80069	298
376.82129	304
376.84192	307
376.86255	313
376.88318	301
376.90381	307
376.92441	307
376.94504	299
376.96567	303
376.9863	299
377.0069	301
377.02753	305
377.04816	305
377.06879	309
377.08939	312
377.11002	301
377.13065	303
377.15128	307
377.17188	305
377.1925	300
377.21313	305
377.23373	309
377.25436	303
377.27499	306
377.29559	306
377.31622	310
377.33685	305
377.35745	309
377.37808	305
377.39868	307
377.41931	309
377.43994	302
377.46054	302
377.48117	309
377.50177	298
377.5224	299
377.543	309
377.56363	315
377.58426	309
377.60486	308
377.62549	308
377.64609	300
377.66672	309
377.68732	303
377.70795	307
377.72855	302
377.74918	299
377.76978	315
377.79041	303
377.811	301
377.83163	305
377.85223	310
377.87283	306
377.89346	305
377.91406	304
377.93469	304
377.95529	307
377.97592	309
377.99652	304
378.01712	305
378.03775	302
378.05835	304
378.07895	298
378.09958	306
378.12018	306
378.14081	312
378.16141	302
378.18201	306
378.20264	300
378.22324	305
378.24384	311
378.26443	304
378.28506	305
378.30566	301
378.32626	303
378.34689	304
378.36749	304
378.38809	303
378.40869	302
378.42932	308
378.44992	298
378.47052	299
378.49112	301
378.51175	308
378.53235	301
378.55295	307
378.57355	306
378.59415	307
378.61475	303
378.63538	304
378.65598	304
378.67657	304
378.69717	303
378.71777	306
378.73837	301
378.759	306
