Date and Time:                Tue Apr 26 17:51:12.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         125
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.35431	613
258.37558	589
258.39685	567
258.41809	571
258.43936	577
258.4606	567
258.48187	571
258.50311	571
258.52438	556
258.54565	559
258.56689	567
258.58817	603
258.60941	569
258.63068	572
258.65192	566
258.67319	565
258.69443	568
258.7157	545
258.73694	596
258.75821	562
258.77945	562
258.80072	553
258.82196	577
258.84323	556
258.86447	557
258.88574	567
258.90698	564
258.92825	560
258.94949	539
258.97076	550
258.992	529
259.01324	551
259.03452	555
259.05576	560
259.07703	553
259.09827	562
259.11954	566
259.14078	565
259.16202	570
259.18329	581
259.20453	534
259.22577	573
259.24704	543
259.26828	543
259.28955	571
259.31079	560
259.33203	543
259.3533	540
259.37454	578
259.39578	544
259.41705	538
259.43829	548
259.45953	551
259.4808	578
259.50204	554
259.52328	563
259.54453	561
259.5658	584
259.58704	550
259.60828	527
259.62952	563
259.65079	548
259.67203	594
259.69327	539
259.71451	545
259.73578	535
259.75702	546
259.77826	553
259.7995	566
259.82077	553
259.84201	547
259.86325	549
259.88449	580
259.90573	539
259.92697	565
259.94824	562
259.96948	552
259.99072	528
260.01196	548
260.0332	547
260.05444	529
260.07571	559
260.09695	531
260.11819	532
260.13943	523
260.16068	539
260.18192	529
260.20316	548
260.2244	532
260.24564	538
260.26688	540
260.28815	524
260.30939	538
260.33063	531
260.35187	520
260.37311	525
260.39435	550
260.41559	529
260.43683	523
260.45807	522
260.47931	521
260.50055	521
260.52179	530
260.54303	535
260.56427	507
260.58551	515
260.60675	520
260.62799	529
260.64923	542
260.67047	565
260.69171	515
260.71295	525
260.73419	519
260.75543	511
260.77667	527
260.79791	521
260.81912	522
260.84036	542
260.8616	518
260.88284	532
260.90408	511
260.92532	505
260.94656	512
260.9678	526
260.98904	508
261.01025	543
261.03149	523
261.05273	515
261.07397	504
261.09521	537
261.11646	519
261.1377	513
261.15891	502
261.18015	508
