Date and Time:                Tue Apr 26 17:13:46.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.35431	3248
258.37558	3108
258.39685	3121
258.41809	3130
258.43936	3165
258.4606	3143
258.48187	3115
258.50311	3123
258.52438	3157
258.54565	3173
258.56689	3175
258.58817	3182
258.60941	3183
258.63068	3205
258.65192	3188
258.67319	3196
258.69443	3209
258.7157	3260
258.73694	3263
258.75821	3244
258.77945	3221
258.80072	3204
258.82196	3218
258.84323	3234
258.86447	3204
258.88574	3197
258.90698	3216
258.92825	3210
258.94949	3203
258.97076	3225
258.992	3254
259.01324	3240
259.03452	3254
259.05576	3277
259.07703	3264
259.09827	3259
259.11954	3247
259.14078	3267
259.16202	3266
259.18329	3273
259.20453	3280
259.22577	3293
259.24704	3308
259.26828	3334
259.28955	3343
259.31079	3322
259.33203	3314
259.3533	3311
259.37454	3353
259.39578	3352
259.41705	3383
259.43829	3406
259.45953	3389
259.4808	3426
259.50204	3385
259.52328	3415
259.54453	3403
259.5658	3418
259.58704	3467
259.60828	3431
259.62952	3447
259.65079	3452
259.67203	3464
259.69327	3464
259.71451	3432
259.73578	3483
259.75702	3490
259.77826	3473
259.7995	3477
259.82077	3465
259.84201	3475
259.86325	3514
259.88449	3480
259.90573	3498
259.92697	3502
259.94824	3541
259.96948	3530
259.99072	3537
260.01196	3527
260.0332	3549
260.05444	3513
260.07571	3514
260.09695	3528
260.11819	3511
260.13943	3540
260.16068	3529
260.18192	3570
260.20316	3542
260.2244	3522
260.24564	3556
260.26688	3581
260.28815	3594
260.30939	3608
260.33063	3631
260.35187	3652
260.37311	3663
260.39435	3669
260.41559	3664
260.43683	3696
260.45807	3688
260.47931	3694
260.50055	3714
260.52179	3686
260.54303	3683
260.56427	3682
260.58551	3696
260.60675	3706
260.62799	3671
260.64923	3688
260.67047	3678
260.69171	3729
260.71295	3789
260.73419	3761
260.75543	3740
260.77667	3745
260.79791	3773
260.81912	3791
