Date and Time:                Tue Apr 26 17:49:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         125
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.35431	613
258.37558	597
258.39685	575
258.41809	573
258.43936	585
258.4606	571
258.48187	566
258.50311	569
258.52438	555
258.54565	567
258.56689	570
258.58817	592
258.60941	574
258.63068	575
258.65192	569
258.67319	558
258.69443	570
258.7157	547
258.73694	593
258.75821	558
258.77945	560
258.80072	557
258.82196	579
258.84323	569
258.86447	563
258.88574	567
258.90698	556
258.92825	550
258.94949	534
258.97076	545
258.992	540
259.01324	552
259.03452	555
259.05576	564
259.07703	558
259.09827	575
259.11954	558
259.14078	570
259.16202	572
259.18329	581
259.20453	545
259.22577	561
259.24704	546
259.26828	547
259.28955	563
259.31079	568
259.33203	553
259.3533	538
259.37454	571
259.39578	547
259.41705	543
259.43829	549
259.45953	543
259.4808	563
259.50204	561
259.52328	565
259.54453	546
259.5658	583
259.58704	549
259.60828	540
259.62952	559
259.65079	544
259.67203	591
259.69327	535
259.71451	544
259.73578	522
259.75702	538
259.77826	540
259.7995	579
259.82077	550
259.84201	542
259.86325	541
259.88449	576
259.90573	532
259.92697	563
259.94824	562
259.96948	546
259.99072	530
260.01196	530
260.0332	544
260.05444	525
260.07571	559
260.09695	532
260.11819	540
260.13943	535
260.16068	537
260.18192	534
260.20316	540
260.2244	539
260.24564	541
260.26688	534
260.28815	516
260.30939	533
260.33063	535
260.35187	523
260.37311	513
260.39435	550
260.41559	530
260.43683	521
260.45807	514
260.47931	521
260.50055	512
260.52179	525
260.54303	522
260.56427	512
260.58551	525
260.60675	515
260.62799	526
260.64923	548
260.67047	558
260.69171	510
260.71295	511
260.73419	525
260.75543	513
260.77667	529
260.79791	528
260.81912	520
260.84036	545
260.8616	515
260.88284	528
260.90408	500
260.92532	509
260.94656	522
260.9678	520
260.98904	515
261.01025	547
261.03149	522
261.05273	508
261.07397	512
261.09521	540
261.11646	510
261.1377	512
261.15891	497
261.18015	510
