Date and Time:                Tue Apr 26 17:21:12.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         125
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.35431	2097
258.37558	2012
258.39685	2001
258.41809	2004
258.43936	2008
258.4606	1999
258.48187	1988
258.50311	1994
258.52438	1966
258.54565	1973
258.56689	1942
258.58817	1961
258.60941	1911
258.63068	1894
258.65192	1863
258.67319	1844
258.69443	1830
258.7157	1807
258.73694	1813
258.75821	1771
258.77945	1721
258.80072	1680
258.82196	1686
258.84323	1640
258.86447	1631
258.88574	1602
258.90698	1565
258.92825	1514
258.94949	1499
258.97076	1522
258.992	1486
259.01324	1495
259.03452	1479
259.05576	1460
259.07703	1472
259.09827	1462
259.11954	1434
259.14078	1427
259.16202	1434
259.18329	1436
259.20453	1414
259.22577	1423
259.24704	1415
259.26828	1405
259.28955	1439
259.31079	1419
259.33203	1422
259.3533	1388
259.37454	1442
259.39578	1431
259.41705	1437
259.43829	1465
259.45953	1465
259.4808	1508
259.50204	1512
259.52328	1523
259.54453	1550
259.5658	1561
259.58704	1580
259.60828	1573
259.62952	1629
259.65079	1624
259.67203	1692
259.69327	1669
259.71451	1699
259.73578	1722
259.75702	1769
259.77826	1798
259.7995	1851
259.82077	1864
259.84201	1882
259.86325	1919
259.88449	1950
259.90573	1975
259.92697	2033
259.94824	2063
259.96948	2068
259.99072	2073
260.01196	2074
260.0332	2128
260.05444	2083
260.07571	2122
260.09695	2134
260.11819	2128
260.13943	2115
260.16068	2138
260.18192	2128
260.20316	2145
260.2244	2126
260.24564	2149
260.26688	2133
260.28815	2101
260.30939	2128
260.33063	2103
260.35187	2108
260.37311	2084
260.39435	2107
260.41559	2077
260.43683	2092
260.45807	2064
260.47931	2054
260.50055	2045
260.52179	2029
260.54303	2041
260.56427	2016
260.58551	2026
260.60675	2029
260.62799	2026
260.64923	2024
260.67047	2081
260.69171	2057
260.71295	2067
260.73419	2074
260.75543	2065
260.77667	2105
260.79791	2137
260.81912	2122
