Date and Time:                Sun Jan 29 15:11:09.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.6
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              269
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



247.2984	306
247.31972	297
247.34102	306
247.36234	301
247.38365	304
247.40495	300
247.42627	302
247.44759	299
247.46889	305
247.4902	297
247.51151	301
247.53282	294
247.55412	309
247.57544	306
247.59674	301
247.61806	298
247.63936	304
247.66068	302
247.68198	307
247.70329	305
247.72459	302
247.74591	301
247.76721	301
247.78853	303
247.80983	302
247.83113	302
247.85245	301
247.87375	305
247.89505	303
247.91637	303
247.93767	303
247.95897	304
247.98029	305
248.00159	299
248.02289	302
248.0442	300
248.06551	297
248.08681	304
248.10811	299
248.12943	303
248.15073	305
248.17203	297
248.19333	305
248.21463	298
248.23595	306
248.25725	301
248.27855	308
248.29985	305
248.32115	303
248.34245	303
248.36375	303
248.38506	305
248.40636	303
248.42767	300
248.44897	299
248.47028	298
248.49158	296
248.51288	305
248.53418	299
248.55548	300
248.57678	303
248.59808	302
248.61938	308
248.64069	301
248.66197	297
248.68327	302
248.70457	302
248.72588	303
248.74718	308
248.76848	298
248.78978	304
248.81108	296
248.83238	297
248.85367	302
248.87497	294
248.89627	307
248.91757	302
248.93887	304
248.96016	306
248.98146	305
249.00276	297
249.02406	297
249.04535	307
249.06665	305
249.08795	298
249.10924	299
249.13054	294
249.15184	305
249.17313	300
249.19443	303
249.21573	306
249.23701	301
249.25832	302
249.27962	304
249.3009	301
249.3222	297
249.34349	302
249.36479	301
249.38608	304
249.40738	304
249.42867	305
249.44997	304
249.47125	296
249.49255	300
249.51384	302
249.53514	301
249.55643	303
249.57773	301
249.59901	303
249.6203	305
249.6416	299
249.66289	299
249.68419	308
249.70547	303
249.72676	306
249.74806	298
249.76935	304
249.79063	307
249.81194	303
249.83322	300
249.85451	302
249.87579	303
249.89709	299
249.91838	306
249.93967	299
249.96095	302
249.98225	303
250.00354	301
250.02483	297
250.04611	297
250.0674	303
250.08868	303
250.10999	305
