Date and Time:                Sun Jan 29 15:10:33.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.6
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              269
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



247.2984	6213
247.31972	5970
247.34102	5925
247.36234	5930
247.38365	5940
247.40495	5988
247.42627	6001
247.44759	5996
247.46889	5947
247.4902	5961
247.51151	5949
247.53282	5881
247.55412	5900
247.57544	5878
247.59674	5953
247.61806	5926
247.63936	5917
247.66068	5918
247.68198	5946
247.70329	5936
247.72459	5886
247.74591	5913
247.76721	5906
247.78853	5928
247.80983	5907
247.83113	5919
247.85245	5926
247.87375	5898
247.89505	5878
247.91637	5902
247.93767	5918
247.95897	5934
247.98029	5930
248.00159	5922
248.02289	5920
248.0442	5917
248.06551	5942
248.08681	5977
248.10811	5953
248.12943	6002
248.15073	5944
248.17203	5934
248.19333	5899
248.21463	5849
248.23595	5864
248.25725	5943
248.27855	5929
248.29985	5931
248.32115	5924
248.34245	5910
248.36375	5901
248.38506	5879
248.40636	5940
248.42767	5926
248.44897	5930
248.47028	5937
248.49158	5927
248.51288	5935
248.53418	5948
248.55548	6016
248.57678	6003
248.59808	5932
248.61938	5970
248.64069	5965
248.66197	5969
248.68327	5944
248.70457	5947
248.72588	5915
248.74718	5908
248.76848	5822
248.78978	5814
248.81108	5851
248.83238	5847
248.85367	5827
248.87497	5822
248.89627	5811
248.91757	5801
248.93887	5784
248.96016	5824
248.98146	5788
249.00276	5820
249.02406	5806
249.04535	5843
249.06665	5898
249.08795	5904
249.10924	5905
249.13054	5926
249.15184	5885
249.17313	5857
249.19443	5908
249.21573	5899
249.23701	5878
249.25832	5890
249.27962	5869
249.3009	5866
249.3222	5835
249.34349	5870
249.36479	5855
249.38608	5900
249.40738	5917
249.42867	5905
249.44997	5901
249.47125	5916
249.49255	5908
249.51384	5920
249.53514	5983
249.55643	6015
249.57773	6023
249.59901	6052
249.6203	6038
249.6416	6009
249.66289	5989
249.68419	5994
249.70547	6022
249.72676	6045
249.74806	6052
