Date and Time:                Sun Jan 29 15:11:28.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              269
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



247.2984	537
247.31972	533
247.34102	515
247.36234	521
247.38365	523
247.40495	528
247.42627	507
247.44759	529
247.46889	501
247.4902	513
247.51151	522
247.53282	533
247.55412	520
247.57544	521
247.59674	502
247.61806	510
247.63936	518
247.66068	500
247.68198	544
247.70329	504
247.72459	506
247.74591	511
247.76721	518
247.78853	510
247.80983	504
247.83113	520
247.85245	498
247.87375	499
247.89505	492
247.91637	496
247.93767	487
247.95897	506
247.98029	499
248.00159	503
248.02289	507
248.0442	507
248.06551	509
248.08681	512
248.10811	510
248.12943	527
248.15073	490
248.17203	517
248.19333	488
248.21463	494
248.23595	513
248.25725	504
248.27855	493
248.29985	484
248.32115	515
248.34245	498
248.36375	491
248.38506	500
248.40636	502
248.42767	507
248.44897	504
248.47028	514
248.49158	501
248.51288	539
248.53418	497
248.55548	493
248.57678	509
248.59808	497
248.61938	526
248.64069	484
248.66197	499
248.68327	482
248.70457	496
248.72588	504
248.74718	512
248.76848	494
248.78978	486
248.81108	505
248.83238	525
248.85367	493
248.87497	501
248.89627	507
248.91757	500
248.93887	481
248.96016	483
248.98146	496
249.00276	477
249.02406	501
249.04535	477
249.06665	487
249.08795	471
249.10924	489
249.13054	480
249.15184	491
249.17313	486
249.19443	494
249.21573	483
249.23701	480
249.25832	484
249.27962	492
249.3009	478
249.3222	474
249.34349	497
249.36479	483
249.38608	478
249.40738	467
249.42867	488
249.44997	470
249.47125	474
249.49255	483
249.51384	470
249.53514	479
249.55643	474
249.57773	475
249.59901	493
249.6203	506
249.6416	470
249.66289	490
249.68419	466
249.70547	473
249.72676	474
249.74806	479
249.76935	465
249.79063	493
249.81194	470
249.83322	474
249.85451	464
249.87579	456
249.89709	463
249.91838	471
249.93967	470
249.96095	498
249.98225	470
250.00354	462
250.02483	475
250.04611	481
250.0674	467
250.08868	473
250.10999	451
