Date and Time:                Fri Sep 9 17:14:52.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.16
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              384.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



363.44	302
363.46072	303
363.48141	305
363.50214	311
363.52283	303
363.54355	294
363.56424	302
363.58496	308
363.60565	305
363.62634	304
363.64706	301
363.66776	301
363.68848	298
363.70917	298
363.72986	301
363.75058	301
363.77127	300
363.79199	307
363.81268	303
363.83337	297
363.8541	302
363.87479	305
363.89548	300
363.9162	297
363.93689	302
363.95758	306
363.9783	299
363.99899	303
364.01968	296
364.04037	303
364.0611	304
364.08179	299
364.10248	304
364.12317	302
364.14389	307
364.16458	295
364.18527	302
364.20596	303
364.22668	302
364.24738	297
364.26807	299
364.28876	302
364.30945	303
364.33017	297
364.35086	302
364.37155	304
364.39224	306
364.41293	306
364.43362	299
364.45435	303
364.47504	304
364.49573	309
364.51642	296
364.53711	302
364.5578	303
364.57849	293
364.59918	307
364.61987	297
364.64056	306
364.66129	305
364.68198	298
364.70267	299
364.72336	300
364.74405	300
364.76474	301
364.78543	302
364.80612	303
364.82681	300
364.8475	301
364.86819	298
364.88889	302
364.90958	293
364.93027	297
364.95096	294
364.97165	297
364.99234	301
365.01303	306
365.03369	303
365.05438	297
365.07507	302
365.09576	298
365.11646	305
365.13715	300
365.15784	301
365.17853	305
365.19922	298
365.21991	303
365.24057	300
365.26126	301
365.28195	303
365.30264	296
365.32333	299
365.34402	301
365.36469	301
365.38538	298
365.40607	304
365.42676	300
365.44745	304
365.46811	301
365.4888	306
365.50949	303
365.53018	297
365.55084	308
365.57153	301
365.59222	298
365.61292	301
365.63358	301
365.65427	300
365.67496	298
365.69565	305
365.71631	299
365.737	304
365.75769	298
365.77835	302
365.79904	302
365.81973	301
365.84039	305
365.86108	301
365.88177	299
365.90244	306
365.92313	300
365.94379	295
365.96448	298
365.98517	307
366.00583	297
366.02652	304
366.04718	306
366.06787	299
366.08856	302
366.10922	294
366.12991	297
366.15057	303
366.17126	301
