Date and Time:                Sat Jan 28 15:07:19.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         20
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              299
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



277.45346	362
277.47461	352
277.49579	341
277.51694	351
277.53812	349
277.55927	350
277.58044	350
277.60159	343
277.62277	353
277.64392	341
277.6651	354
277.68625	357
277.70743	348
277.72858	360
277.74976	340
277.7709	340
277.79208	348
277.81323	344
277.83441	350
277.85556	345
277.87671	346
277.89789	347
277.91904	352
277.94022	350
277.96136	343
277.98254	351
278.00369	345
278.02484	342
278.04602	345
278.06717	342
278.08832	345
278.1095	344
278.13065	339
278.15182	341
278.17297	345
278.19412	342
278.2153	346
278.23645	343
278.2576	350
278.27878	346
278.29993	348
278.32108	346
278.34222	351
278.3634	340
278.38455	340
278.4057	345
278.42688	339
278.44803	342
278.46918	353
278.49033	340
278.51151	343
278.53265	342
278.5538	349
278.57495	354
278.59613	341
278.61728	345
278.63843	347
278.65958	352
278.68073	349
278.7019	342
278.72305	342
278.7442	345
278.76535	355
278.7865	338
278.80765	338
278.82883	342
278.84998	340
278.87112	347
278.89227	351
278.91342	345
278.93457	346
278.95572	332
278.9769	354
278.99805	345
279.0192	348
279.04034	345
279.06149	353
279.08264	336
279.10379	341
279.12494	344
279.14609	337
279.16724	345
279.18839	340
279.20953	340
279.23068	340
279.25183	345
279.27298	342
279.29413	345
279.31528	342
279.33643	347
279.35757	344
279.37872	341
279.39987	338
279.42102	331
279.44217	338
279.46332	339
279.48447	343
279.50562	338
279.52676	334
279.54791	335
279.56906	340
279.59021	337
279.61136	345
279.63251	334
279.65366	336
279.6748	341
279.69595	337
279.7171	335
279.73822	349
279.75937	346
279.78052	339
279.80167	340
279.82281	340
279.84396	325
279.86511	338
279.88623	334
279.90738	341
279.92853	343
279.94968	338
279.97083	341
279.99197	333
280.01309	340
280.03424	342
280.05539	343
280.07654	341
280.09769	344
280.1188	334
280.13995	334
280.1611	336
280.18225	341
280.20337	348
280.22452	344
280.24567	333
