Date and Time:                Sat Nov 11 16:10:55.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.00821
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	14880
366.98206	14378
367.00275	14414
367.02341	14398
367.0441	14434
367.06479	14446
367.08548	14439
367.10617	14497
367.12683	14444
367.14752	14410
367.16821	14360
367.1889	14441
367.20956	14457
367.23026	14439
367.25095	14507
367.27161	14500
367.2923	14483
367.31299	14530
367.33368	14514
367.35434	14523
367.37503	14489
367.39572	14470
367.41638	14481
367.43707	14452
367.45776	14450
367.47842	14516
367.49911	14536
367.51981	14547
367.54047	14513
367.56116	14535
367.58182	14537
367.60251	14550
367.6232	14558
367.64386	14586
367.66455	14539
367.68521	14558
367.7059	14494
367.72656	14532
367.74725	14554
367.76794	14581
367.7886	14561
367.8093	14538
367.82996	14577
367.85065	14522
367.87131	14495
367.892	14540
367.91266	14550
367.93335	14554
367.95401	14613
367.9747	14513
367.99536	14591
368.01605	14611
368.03671	14638
368.05737	14646
368.07806	14640
368.09872	14650
368.11942	14623
368.14008	14693
368.16077	14704
368.18143	14747
368.20209	14723
368.22278	14656
368.24344	14693
368.2641	14744
368.28479	14662
368.30545	14710
368.32614	14795
368.3468	14739
368.36746	14775
368.38815	14704
368.40881	14800
368.42947	14774
368.45013	14744
368.47083	14729
368.49149	14768
368.51215	14810
368.53284	14774
368.5535	14818
368.57416	14782
368.59482	14772
368.61551	14815
368.63617	14768
368.65683	14830
368.67749	14869
368.69818	14841
368.71884	14867
368.7395	14900
368.76016	14848
368.78082	14879
368.80151	14822
368.82217	14890
368.84283	14819
368.86349	14763
368.88416	14879
368.90482	14852
368.92548	14869
368.94617	14820
368.96683	14841
368.98749	14899
369.00815	14863
369.02881	14817
369.04947	14868
369.07013	14906
369.09079	14941
369.11145	14834
369.13211	14919
369.1528	14876
369.17346	14989
369.19412	14902
369.21478	14903
369.23544	14923
369.2561	14928
369.27676	14989
369.29742	14962
369.31808	14963
369.33875	14996
