Date and Time:                Sat Nov 11 16:10:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.00821
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	13736
366.98206	13183
367.00275	13257
367.02341	13264
367.0441	13275
367.06479	13263
367.08548	13287
367.10617	13314
367.12683	13299
367.14752	13257
367.16821	13236
367.1889	13304
367.20956	13273
367.23026	13336
367.25095	13296
367.27161	13334
367.2923	13326
367.31299	13382
367.33368	13370
367.35434	13372
367.37503	13362
367.39572	13303
367.41638	13300
367.43707	13299
367.45776	13304
367.47842	13340
367.49911	13353
367.51981	13405
367.54047	13377
367.56116	13333
367.58182	13367
367.60251	13395
367.6232	13386
367.64386	13376
367.66455	13358
367.68521	13348
367.7059	13303
367.72656	13363
367.74725	13405
367.76794	13380
367.7886	13407
367.8093	13408
367.82996	13395
367.85065	13397
367.87131	13391
367.892	13386
367.91266	13376
367.93335	13381
367.95401	13440
367.9747	13429
367.99536	13441
368.01605	13481
368.03671	13457
368.05737	13458
368.07806	13463
368.09872	13433
368.11942	13463
368.14008	13502
368.16077	13514
368.18143	13530
368.20209	13532
368.22278	13497
368.24344	13532
368.2641	13537
368.28479	13565
368.30545	13550
368.32614	13517
368.3468	13521
368.36746	13543
368.38815	13562
368.40881	13551
368.42947	13546
368.45013	13588
368.47083	13545
368.49149	13592
368.51215	13633
368.53284	13641
368.5535	13614
368.57416	13648
368.59482	13649
368.61551	13602
368.63617	13648
368.65683	13631
368.67749	13668
368.69818	13662
368.71884	13638
368.7395	13720
368.76016	13664
368.78082	13653
368.80151	13640
368.82217	13629
368.84283	13667
368.86349	13669
368.88416	13657
368.90482	13720
368.92548	13632
368.94617	13719
368.96683	13678
368.98749	13687
369.00815	13690
369.02881	13707
369.04947	13695
369.07013	13688
369.09079	13718
369.11145	13773
369.13211	13737
369.1528	13741
369.17346	13769
369.19412	13718
369.21478	13746
369.23544	13760
369.2561	13765
369.27676	13765
369.29742	13764
369.31808	13758
369.33875	13831
