Date and Time:                Sat Nov 11 16:01:37.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	1166
366.98206	1136
367.00275	1125
367.02341	1142
367.0441	1153
367.06479	1145
367.08548	1143
367.10617	1142
367.12683	1131
367.14752	1165
367.16821	1141
367.1889	1152
367.20956	1167
367.23026	1155
367.25095	1154
367.27161	1165
367.2923	1155
367.31299	1156
367.33368	1174
367.35434	1170
367.37503	1164
367.39572	1174
367.41638	1185
367.43707	1178
367.45776	1171
367.47842	1202
367.49911	1182
367.51981	1171
367.54047	1185
367.56116	1190
367.58182	1185
367.60251	1184
367.6232	1183
367.64386	1200
367.66455	1201
367.68521	1209
367.7059	1222
367.72656	1201
367.74725	1225
367.76794	1216
367.7886	1193
367.8093	1228
367.82996	1223
367.85065	1209
367.87131	1242
367.892	1227
367.91266	1223
367.93335	1226
367.95401	1222
367.9747	1224
367.99536	1225
368.01605	1250
368.03671	1242
368.05737	1238
368.07806	1256
368.09872	1268
368.11942	1249
368.14008	1281
368.16077	1264
368.18143	1252
368.20209	1267
368.22278	1266
368.24344	1285
368.2641	1272
368.28479	1266
368.30545	1276
368.32614	1280
368.3468	1291
368.36746	1294
368.38815	1291
368.40881	1292
368.42947	1286
368.45013	1311
368.47083	1293
368.49149	1304
368.51215	1303
368.53284	1304
368.5535	1305
368.57416	1307
368.59482	1321
368.61551	1301
368.63617	1316
368.65683	1334
368.67749	1319
368.69818	1334
368.71884	1340
368.7395	1343
368.76016	1320
368.78082	1332
368.80151	1334
368.82217	1338
368.84283	1335
368.86349	1342
368.88416	1339
368.90482	1332
368.92548	1340
368.94617	1376
368.96683	1422
368.98749	1402
369.00815	1348
369.02881	1335
369.04947	1329
369.07013	1347
369.09079	1370
369.11145	1349
369.13211	1344
369.1528	1346
369.17346	1347
369.19412	1366
369.21478	1379
369.23544	1336
369.2561	1347
369.27676	1363
369.29742	1356
369.31808	1366
369.33875	1351
369.35941	1345
