Date and Time:                Sat Nov 11 16:10:58.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.00821
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	13937
366.98206	13400
367.00275	13444
367.02341	13414
367.0441	13474
367.06479	13400
367.08548	13559
367.10617	13521
367.12683	13505
367.14752	13455
367.16821	13428
367.1889	13489
367.20956	13510
367.23026	13453
367.25095	13504
367.27161	13556
367.2923	13544
367.31299	13548
367.33368	13562
367.35434	13540
367.37503	13538
367.39572	13529
367.41638	13524
367.43707	13506
367.45776	13557
367.47842	13543
367.49911	13604
367.51981	13566
367.54047	13568
367.56116	13525
367.58182	13545
367.60251	13515
367.6232	13524
367.64386	13525
367.66455	13543
367.68521	13559
367.7059	13476
367.72656	13603
367.74725	13569
367.76794	13533
367.7886	13587
367.8093	13547
367.82996	13567
367.85065	13565
367.87131	13601
367.892	13591
367.91266	13582
367.93335	13592
367.95401	13585
367.9747	13585
367.99536	13606
368.01605	13704
368.03671	13632
368.05737	13670
368.07806	13731
368.09872	13686
368.11942	13683
368.14008	13689
368.16077	13692
368.18143	13713
368.20209	13711
368.22278	13682
368.24344	13709
368.2641	13699
368.28479	13671
368.30545	13742
368.32614	13725
368.3468	13730
368.36746	13699
368.38815	13690
368.40881	13732
368.42947	13812
368.45013	13795
368.47083	13730
368.49149	13758
368.51215	13786
368.53284	13807
368.5535	13799
368.57416	13793
368.59482	13848
368.61551	13789
368.63617	13781
368.65683	13854
368.67749	13852
368.69818	13828
368.71884	13907
368.7395	13865
368.76016	13888
368.78082	13838
368.80151	13801
368.82217	13840
368.84283	13865
368.86349	13803
368.88416	13836
368.90482	13800
368.92548	13852
368.94617	13816
368.96683	13838
368.98749	13864
369.00815	13864
369.02881	13847
369.04947	13883
369.07013	13914
369.09079	13867
369.11145	13879
369.13211	13902
369.1528	13904
369.17346	13928
369.19412	13982
369.21478	13916
369.23544	13965
369.2561	13956
369.27676	13956
369.29742	13950
369.31808	13896
369.33875	13935
