Date and Time:                Sat Nov 11 16:10:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.00821
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	13008
366.98206	12487
367.00275	12578
367.02341	12596
367.0441	12565
367.06479	12552
367.08548	12637
367.10617	12640
367.12683	12599
367.14752	12567
367.16821	12583
367.1889	12607
367.20956	12587
367.23026	12593
367.25095	12625
367.27161	12647
367.2923	12664
367.31299	12696
367.33368	12652
367.35434	12669
367.37503	12708
367.39572	12647
367.41638	12653
367.43707	12645
367.45776	12637
367.47842	12704
367.49911	12672
367.51981	12678
367.54047	12669
367.56116	12699
367.58182	12639
367.60251	12698
367.6232	12714
367.64386	12676
367.66455	12683
367.68521	12707
367.7059	12658
367.72656	12651
367.74725	12673
367.76794	12711
367.7886	12706
367.8093	12691
367.82996	12730
367.85065	12702
367.87131	12716
367.892	12698
367.91266	12673
367.93335	12703
367.95401	12709
367.9747	12749
367.99536	12806
368.01605	12763
368.03671	12779
368.05737	12781
368.07806	12755
368.09872	12838
368.11942	12808
368.14008	12776
368.16077	12840
368.18143	12819
368.20209	12867
368.22278	12847
368.24344	12887
368.2641	12853
368.28479	12869
368.30545	12842
368.32614	12873
368.3468	12793
368.36746	12861
368.38815	12860
368.40881	12875
368.42947	12940
368.45013	12903
368.47083	12877
368.49149	12910
368.51215	12941
368.53284	12874
368.5535	13014
368.57416	12913
368.59482	12924
368.61551	12951
368.63617	12909
368.65683	12926
368.67749	13010
368.69818	12930
368.71884	13044
368.7395	13013
368.76016	12976
368.78082	12913
368.80151	12970
368.82217	12933
368.84283	12972
368.86349	12989
368.88416	12927
368.90482	12973
368.92548	12993
368.94617	13005
368.96683	12941
368.98749	12977
369.00815	13017
369.02881	13007
369.04947	12989
369.07013	12964
369.09079	13017
369.11145	12972
369.13211	13045
369.1528	13034
369.17346	13018
369.19412	13065
369.21478	13027
369.23544	13081
369.2561	13098
369.27676	13069
369.29742	13061
369.31808	13126
369.33875	13025
