Date and Time:                Tue Apr 26 12:07:45.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              330
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



308.62216	308
308.64316	315
308.66418	308
308.68518	311
308.70618	310
308.7272	304
308.7482	301
308.7692	305
308.79022	301
308.81122	312
308.83221	305
308.85321	310
308.87424	312
308.89523	311
308.91623	301
308.93723	304
308.95825	308
308.97925	311
309.00024	316
309.02124	306
309.04224	308
309.06326	307
309.08426	306
309.10526	306
309.12625	309
309.14725	310
309.16827	306
309.18927	311
309.21027	304
309.23126	307
309.25226	311
309.27325	316
309.29428	304
309.31528	306
309.33627	307
309.35727	307
309.37827	312
309.39926	309
309.42026	310
309.44125	306
309.46225	309
309.48325	307
309.50424	312
309.52527	308
309.54626	310
309.56726	305
309.58826	311
309.60925	310
309.63025	298
309.65125	306
309.67224	309
309.69324	304
309.71423	307
309.73523	311
309.75623	309
309.77722	308
309.79822	311
309.81921	313
309.84021	303
309.86121	311
309.8822	305
309.90317	307
309.92416	310
309.94516	311
309.96616	312
309.98715	306
310.00815	307
310.02914	309
310.05014	309
310.07114	310
310.09213	306
310.11313	316
310.13409	310
310.15509	311
310.17609	307
310.19708	311
310.21808	308
310.23907	313
310.26004	311
310.28104	309
310.30203	311
310.32303	307
310.34402	307
310.36502	312
310.38599	305
310.40698	307
310.42798	312
310.44897	314
310.46994	314
310.49094	311
310.51193	313
310.53293	330
310.55389	377
310.57489	451
310.59589	454
310.61688	451
310.63785	425
310.65884	404
310.67984	399
310.70081	387
310.7218	373
310.7428	352
310.76376	339
310.78476	327
310.80576	323
310.82672	323
310.84772	318
310.86871	321
310.88968	323
310.91068	322
310.93167	317
310.95264	315
310.97363	319
310.9946	320
311.01559	315
311.03659	323
311.05756	320
311.07855	321
311.09952	321
311.12051	325
311.14148	364
311.16248	436
311.18344	520
311.20444	545
311.22543	521
311.2464	491
311.2674	459
311.28836	451
311.30936	432
311.33032	405
311.35132	379
311.37228	359
311.39325	348
