Date and Time:                Tue Apr 26 12:07:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              370
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



348.85278	313
348.87357	310
348.89435	306
348.91513	301
348.93594	303
348.95673	311
348.97751	308
348.99829	305
349.01907	309
349.03986	310
349.06064	305
349.08145	310
349.10223	311
349.12302	313
349.1438	309
349.16458	315
349.18536	313
349.20615	310
349.22693	304
349.24771	306
349.26849	303
349.28928	303
349.31006	306
349.33084	305
349.35162	297
349.37241	305
349.39319	309
349.41397	305
349.43475	302
349.45554	310
349.47632	312
349.4971	306
349.51788	306
349.53867	309
349.55945	311
349.58023	306
349.60101	305
349.6218	310
349.64258	305
349.66336	306
349.68414	307
349.70493	311
349.72571	302
349.74649	306
349.76727	305
349.78802	308
349.80881	317
349.82959	309
349.85037	307
349.87115	304
349.89194	307
349.91272	306
349.93347	307
349.95425	308
349.97504	304
349.99582	302
350.0166	307
350.03735	307
350.05814	308
350.07892	302
350.0997	308
350.12048	307
350.14124	311
350.16202	304
350.1828	307
350.20358	303
350.22433	305
350.24512	302
350.2659	299
350.28665	305
350.30743	302
350.32822	309
350.349	308
350.36975	310
350.39053	310
350.41132	308
350.43207	308
350.45285	307
350.47363	307
350.49438	305
350.51517	306
350.53592	308
350.5567	302
350.57748	305
350.59824	309
350.61902	305
350.63977	309
350.66055	311
350.68134	308
350.70209	307
350.72287	306
350.74362	307
350.7644	306
350.78516	305
350.80594	303
350.82669	303
350.84747	300
350.86823	305
350.88901	306
350.90976	310
350.93054	307
350.95129	305
350.97208	312
350.99283	309
351.01361	304
351.03436	306
351.05515	312
351.0759	314
351.09668	305
351.11743	315
351.13821	306
351.15897	305
351.17972	308
351.2005	306
351.22125	308
351.24203	305
351.26279	308
351.28354	302
351.30432	304
351.32507	308
351.34583	298
351.36661	309
351.38736	308
351.40811	316
351.42889	312
351.44965	304
351.4704	302
351.49118	305
351.51193	302
351.53268	310
351.55344	306
351.57422	310
351.59497	305
351.61572	310
