Date and Time:                Tue Apr 26 11:50:28.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              330
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



308.62216	355
308.64316	349
308.66418	340
308.68518	343
308.70618	346
308.7272	349
308.7482	341
308.7692	347
308.79022	337
308.81122	340
308.83221	344
308.85321	348
308.87424	346
308.89523	345
308.91623	340
308.93723	344
308.95825	340
308.97925	344
309.00024	352
309.02124	340
309.04224	337
309.06326	338
309.08426	337
309.10526	344
309.12625	336
309.14725	339
309.16827	338
309.18927	335
309.21027	340
309.23126	343
309.25226	338
309.27325	349
309.29428	358
309.31528	345
309.33627	344
309.35727	346
309.37827	348
309.39926	348
309.42026	347
309.44125	354
309.46225	337
309.48325	342
309.50424	337
309.52527	333
309.54626	352
309.56726	345
309.58826	342
309.60925	337
309.63025	348
309.65125	343
309.67224	339
309.69324	345
309.71423	343
309.73523	353
309.75623	343
309.77722	347
309.79822	342
309.81921	352
309.84021	348
309.86121	344
309.8822	341
309.90317	340
309.92416	356
309.94516	346
309.96616	346
309.98715	342
310.00815	350
310.02914	347
310.05014	357
310.07114	353
310.09213	356
310.11313	350
310.13409	361
310.15509	348
310.17609	352
310.19708	359
310.21808	359
310.23907	348
310.26004	350
310.28104	357
310.30203	351
310.32303	354
310.34402	356
310.36502	352
310.38599	361
310.40698	361
310.42798	361
310.44897	364
310.46994	367
310.49094	376
310.51193	388
310.53293	450
310.55389	822
310.57489	1367
310.59589	1492
310.61688	1409
310.63785	1226
310.65884	1052
310.67984	1013
310.70081	970
310.7218	850
310.7428	688
310.76376	590
310.78476	533
310.80576	487
310.82672	467
310.84772	445
310.86871	437
310.88968	437
310.91068	438
310.93167	432
310.95264	424
310.97363	430
310.9946	426
311.01559	428
311.03659	428
311.05756	437
311.07855	453
311.09952	443
311.12051	494
311.14148	715
311.16248	1238
311.18344	1890
311.20444	2170
311.22543	2008
311.2464	1759
311.2674	1512
311.28836	1377
311.30936	1275
311.33032	1106
311.35132	902
