# wl center_tx left_tx right_tx top_tx bottom_tx
288.6646758 0.0241329 0.0242916 0.0242056 0.0241726 0.0241792
288.6857809 0.0238899 0.0242852 0.0242228 0.0242228 0.0240390
288.7068460 0.0243188 0.0244264 0.0244264 0.0244299 0.0240273
288.7279511 0.0242489 0.0244192 0.0244018 0.0243184 0.0242037
288.7490562 0.0240813 0.0242715 0.0242335 0.0244617 0.0240087
288.7701313 0.0241329 0.0242527 0.0242870 0.0242288 0.0239788
288.7912364 0.0240450 0.0245966 0.0246000 0.0245863 0.0242163
288.8123415 0.0242175 0.0244479 0.0244960 0.0245167 0.0242175
288.8334066 0.0243643 0.0245232 0.0245647 0.0245440 0.0242813
288.8545117 0.0244947 0.0245570 0.0246261 0.0247299 0.0242284
288.8756168 0.0245662 0.0246460 0.0248230 0.0247813 0.0243440
288.8967219 0.0244562 0.0245758 0.0247799 0.0248749 0.0243330
288.9177970 0.0246559 0.0247868 0.0248434 0.0248186 0.0243094
288.9388921 0.0245917 0.0245846 0.0249006 0.0248830 0.0242371
288.9599672 0.0243472 0.0245291 0.0245431 0.0246375 0.0239836
288.9810723 0.0241137 0.0243724 0.0244004 0.0245682 0.0239073
289.0021774 0.0241844 0.0243452 0.0245619 0.0248066 0.0239396
289.0232425 0.0243909 0.0244887 0.0247645 0.0245899 0.0240557
289.0443476 0.0244192 0.0244088 0.0246135 0.0246689 0.0238539
289.0654527 0.0243177 0.0243872 0.0246930 0.0249153 0.0241336
289.0865278 0.0244654 0.0246191 0.0247938 0.0249545 0.0240497
289.1076329 0.0243992 0.0245036 0.0246011 0.0247333 0.0239398
289.1286981 0.0244015 0.0244955 0.0246802 0.0247464 0.0239694
289.1498032 0.0243332 0.0243680 0.0246120 0.0246189 0.0237651
289.1709083 0.0241892 0.0242521 0.0246084 0.0247831 0.0236197
289.1919834 0.0242272 0.0242412 0.0245951 0.0248403 0.0236877
289.2130885 0.0244192 0.0245384 0.0247944 0.0249732 0.0238056
289.2341536 0.0244905 0.0245641 0.0246832 0.0248479 0.0238807
289.2552587 0.0243571 0.0243151 0.0247178 0.0247424 0.0237968
289.2763338 0.0242998 0.0241985 0.0246736 0.0246841 0.0236116
289.2974389 0.0240742 0.0241819 0.0244250 0.0245014 0.0235394
289.3185441 0.0238458 0.0238285 0.0241499 0.0244643 0.0233345
289.3396092 0.0237926 0.0237030 0.0240925 0.0243511 0.0231168
289.3607143 0.0239265 0.0239196 0.0243281 0.0244216 0.0232445
289.3817894 0.0240264 0.0239848 0.0242173 0.0245088 0.0232838
289.4028945 0.0240314 0.0237509 0.0242565 0.0244539 0.0232556
289.4239697 0.0238673 0.0237742 0.0242224 0.0244638 0.0231399
289.4450648 0.0238204 0.0236107 0.0238858 0.0243190 0.0231189
289.4661399 0.0235455 0.0235695 0.0239357 0.0242300 0.0227002
289.4872450 0.0237414 0.0235326 0.0238748 0.0242546 0.0228516
289.5083201 0.0236883 0.0236230 0.0240728 0.0242272 0.0229398
289.5294253 0.0236084 0.0236633 0.0239415 0.0242780 0.0229216
289.5504904 0.0238507 0.0237160 0.0242062 0.0244548 0.0231637
289.5715955 0.0237545 0.0237234 0.0240101 0.0242657 0.0229911
289.5926706 0.0239641 0.0237681 0.0241429 0.0244697 0.0229667
289.6137458 0.0237950 0.0235871 0.0241051 0.0244492 0.0229363
289.6348409 0.0236716 0.0236886 0.0240385 0.0243545 0.0228697
289.6559160 0.0238347 0.0236479 0.0240690 0.0244358 0.0229619
289.6770211 0.0237361 0.0236746 0.0241322 0.0243780 0.0228074
289.6980963 0.0239113 0.0238085 0.0241717 0.0244938 0.0231711
289.7192014 0.0237894 0.0237142 0.0242000 0.0244394 0.0230539
289.7402665 0.0237257 0.0236196 0.0241604 0.0245882 0.0228940
289.7613417 0.0237218 0.0234766 0.0240385 0.0242905 0.0228705
289.7824468 0.0234747 0.0234747 0.0239321 0.0243048 0.0227496
289.8035219 0.0236407 0.0234649 0.0238978 0.0243815 0.0226666
289.8246271 0.0236915 0.0235797 0.0240168 0.0245217 0.0229597
289.8456922 0.0238457 0.0237877 0.0242039 0.0246882 0.0230305
289.8667673 0.0236907 0.0234759 0.0238645 0.0244917 0.0229612
289.8878725 0.0235076 0.0234636 0.0239209 0.0244596 0.0225489
289.9089476 0.0233001 0.0233136 0.0236814 0.0239750 0.0225004
289.9300427 0.0233089 0.0230150 0.0235960 0.0241094 0.0223091
289.9511179 0.0232158 0.0230509 0.0235390 0.0238453 0.0222902
289.9721930 0.0232728 0.0230140 0.0236427 0.0239352 0.0224088
289.9932982 0.0231345 0.0231513 0.0234909 0.0239817 0.0223715
290.0143733 0.0231879 0.0230365 0.0234065 0.0239347 0.0221955
290.0354384 0.0232140 0.0230724 0.0234197 0.0240198 0.0223239
290.0565436 0.0232733 0.0230498 0.0236525 0.0241842 0.0223150
290.0776187 0.0232375 0.0230337 0.0236078 0.0241853 0.0222998
290.0986939 0.0232123 0.0230854 0.0234283 0.0241211 0.0223788
290.1197990 0.0232981 0.0231145 0.0235578 0.0241570 0.0223318
290.1408642 0.0233960 0.0232400 0.0236560 0.0242420 0.0224668
290.1619393 0.0233463 0.0230935 0.0235541 0.0241914 0.0224840
290.1830145 0.0231949 0.0230734 0.0235422 0.0241048 0.0223094
290.2041196 0.0233352 0.0231373 0.0235365 0.0242447 0.0225333
290.2251847 0.0233425 0.0231691 0.0235818 0.0240845 0.0224098
290.2462599 0.0234241 0.0230383 0.0235910 0.0240985 0.0225308
290.2673350 0.0233724 0.0232820 0.0235359 0.0242352 0.0225096
290.2884402 0.0233889 0.0231038 0.0236289 0.0241157 0.0225231
