Date and Time:                Wed May 25 12:38:21.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	36187
278.15576	34658
278.16547	34970
278.17517	34990
278.18491	35004
278.19461	34908
278.20432	34455
278.21402	34448
278.22372	34740
278.23343	34747
278.24313	34559
278.25284	34301
278.26254	34172
278.27228	34257
278.28198	33966
278.29169	33622
278.30139	33659
278.3111	34144
278.3208	34279
278.33051	34011
278.34021	33550
278.34991	33324
278.35962	33204
278.36932	33086
278.37903	32657
278.38873	32452
278.39844	32468
278.40814	32397
278.41788	32256
278.42758	32154
278.43729	32235
278.44699	32090
278.4567	32100
278.4664	32125
278.4761	31878
278.48581	31687
278.49551	31466
278.50522	31357
278.51492	31332
278.52463	31228
278.5343	31008
278.54401	31241
278.55371	31494
278.56342	31530
278.57312	31316
278.58282	30958
278.59253	30716
278.60223	30779
278.61194	30861
278.62164	30859
278.63135	31138
278.64105	31255
278.65076	31176
278.66046	31041
278.67017	30879
278.67987	30807
278.68954	30691
278.69925	30678
278.70895	30645
278.71866	30723
278.72836	30350
278.73807	30233
278.74777	30302
278.75748	30258
278.76715	30102
278.77686	30010
278.78656	29870
278.79626	29682
278.80597	29541
278.81567	29590
278.82535	29678
278.83505	29589
278.84476	29589
278.85446	29657
278.86417	29816
278.87387	29599
278.88354	29480
278.89325	29472
278.90295	29202
278.91266	29081
278.92233	29041
278.93204	29028
278.94174	28931
278.95145	28768
278.96115	28589
278.97083	28675
278.98053	28811
278.99023	28676
278.99994	28579
279.00961	28505
279.01932	28424
279.02902	28405
279.03873	28425
279.0484	28659
279.05811	28873
279.06781	28968
279.07748	28874
279.08719	28825
279.09689	28774
279.10657	28800
279.11627	28732
279.12598	28841
279.13568	28895
279.14536	28835
279.15506	28622
279.16476	28568
279.17444	28591
279.18414	28555
279.19382	28513
279.20352	28729
279.21323	29186
279.2229	29299
279.2326	29168
279.24231	29035
279.25198	28992
279.26169	29082
279.27136	29264
